surface,tourney_level,best_of,round,rank_diff,points_diff,age_diff,win_loss,ace_diff,df_diff,bp_diff,h2h_diff,player_elo_before,opponent_elo_before
0.0,2,3,3,39.0,7.4961,-6.3,1,4.36,0.69,-3.84,0,1280.56699,1022.62959
0.0,2,3,3,-39.0,-7.4961,6.3,0,-4.36,-0.69,3.84,0,1022.62959,1280.56699
0.0,2,3,3,-43.0,-7.1663,-3.9,1,0.84,-0.49,2.54,0,975.85854,1232.62827
0.0,2,3,3,43.0,7.1663,3.9,0,-0.84,0.49,-2.54,0,1232.62827,975.85854
0.0,2,3,3,1.0,0.6931,10.2,1,-3.11,0.48,-1.62,0,1058.98761,970.47348
0.0,2,3,3,-1.0,-0.6931,-10.2,0,3.11,-0.48,1.62,0,970.47348,1058.98761
0.0,2,3,3,-17.0,-4.3041,-1.9,1,-3.55,3.27,-0.77,0,1026.42182,975.02412
0.0,2,3,3,17.0,4.3041,1.9,0,3.55,-3.27,0.77,0,975.02412,1026.42182
0.0,2,3,3,116.0,8.5777,-3.6,1,0.3,4.1,-0.9,0,1337.63197,972.46878
0.0,2,3,3,-116.0,-8.5777,3.6,0,-0.3,-4.1,0.9,0,972.46878,1337.63197
0.0,2,3,4,43.0,5.7236,-0.3,1,5.83,0.11,0.95,1,1021.34935,971.26894
0.0,2,3,4,-43.0,-5.7236,0.3,0,-5.83,-0.11,-0.95,-1,971.26894,1021.34935
0.0,2,3,4,18.0,5.5334,0.4,1,7.14,-1.73,-1.36,0,1177.19095,1056.28799
0.0,2,3,4,-18.0,-5.5334,-0.4,0,-7.14,1.73,1.36,0,1056.28799,1177.19095
0.0,2,3,4,33.0,8.1764,-8.0,1,1.1,-1.3,0.5,0,1379.24028,1069.05271
0.0,2,3,4,-33.0,-8.1764,8.0,0,-1.1,1.3,-0.5,0,1069.05271,1379.24028
0.0,2,3,4,-31.0,-7.4821,2.2,1,1.5,2.6,-2.3,-1,1310.71836,1260.24634
0.0,2,3,4,31.0,7.4821,-2.2,0,-1.5,-2.6,2.3,1,1260.24634,1310.71836
0.0,2,3,4,-17.0,-6.3886,6.5,1,0.2,1.3,-1.4,0,1066.54814,1232.4527
0.0,2,3,4,17.0,6.3886,-6.5,0,-0.2,-1.3,1.4,0,1232.4527,1066.54814
0.0,2,3,4,20.0,7.1937,2.8,1,3.8,-1.5,0.0,0,1286.47747,1225.31587
0.0,2,3,4,-20.0,-7.1937,-2.8,0,-3.8,1.5,-0.0,0,1225.31587,1286.47747
0.0,2,3,4,-13.0,-4.4659,2.7,1,1.25,-0.2,-1.38,0,1070.99734,1001.9156
0.0,2,3,4,13.0,4.4659,-2.7,0,-1.25,0.2,1.38,0,1001.9156,1070.99734
0.0,2,3,4,80.0,8.5458,4.3,1,4.53,1.94,0.66,1,1341.1167,1040.07199
0.0,2,3,4,-80.0,-8.5458,-4.3,0,-4.53,-1.94,-0.66,-1,1040.07199,1341.1167
0.0,2,3,5,11.0,4.9127,7.4,1,3.98,0.43,-1.83,0,1187.83753,1035.0589
0.0,2,3,5,-11.0,-4.9127,-7.4,0,-3.98,-0.43,1.83,0,1035.0589,1187.83753
0.0,2,3,5,37.0,8.1973,-1.2,1,-3.3,-1.5,1.4,0,1383.83596,1324.41025
0.0,2,3,5,-37.0,-8.1973,1.2,0,3.3,1.5,-1.4,0,1324.41025,1383.83596
0.0,2,3,5,27.0,7.384,-2.5,1,4.0,-0.7,-0.9,0,1299.68961,1089.65612
0.0,2,3,5,-27.0,-7.384,2.5,0,-4.0,0.7,0.9,0,1089.65612,1299.68961
0.0,2,3,5,-69.0,-8.5352,-2.4,1,-0.6,0.3,-1.6,0,1083.85728,1345.92343
0.0,2,3,5,69.0,8.5352,2.4,0,0.6,-0.3,1.6,0,1345.92343,1083.85728
0.0,2,3,6,32.0,8.1764,-6.6,1,-10.3,-0.0,1.0,0,1397.12568,1197.22277
0.0,2,3,6,-32.0,-8.1764,6.6,0,10.3,0.0,-1.0,0,1197.22277,1397.12568
0.0,2,3,6,60.0,7.5812,-1.1,1,2.3,-0.8,-0.9,1,1307.04542,1110.06047
0.0,2,3,6,-60.0,-7.5812,1.1,0,-2.3,0.8,0.9,-1,1110.06047,1307.04542
0.0,2,3,7,-7.0,-7.5812,1.2,1,5.6,1.3,-1.6,-1,1314.83535,1404.81704
0.0,2,3,7,7.0,7.5812,-1.2,0,-5.6,-1.3,1.6,1,1404.81704,1314.83535
0.0,2,3,3,-97.0,-7.8304,-6.5,1,-6.45,-2.35,-0.25,0,958.13987,1267.11864
0.0,2,3,3,97.0,7.8304,6.5,0,6.45,2.35,0.25,0,1267.11864,958.13987
0.0,2,3,3,24.0,4.8442,-12.2,1,6.21,0.27,-1.64,0,1089.21028,1036.24714
0.0,2,3,3,-24.0,-4.8442,12.2,0,-6.21,-0.27,1.64,0,1036.24714,1089.21028
0.0,2,3,3,-49.0,-5.8999,-6.7,1,-8.52,1.69,0.68,1,1033.39903,1066.83632
0.0,2,3,3,49.0,5.8999,6.7,0,8.52,-1.69,-0.68,-1,1066.83632,1033.39903
0.0,2,3,3,8.0,5.7236,10.8,1,16.3,-2.9,-1.7,1,1179.79867,1132.59299
0.0,2,3,3,-8.0,-5.7236,-10.8,0,-16.3,2.9,1.7,-1,1132.59299,1179.79867
0.0,2,3,3,-403.0,-7.7613,6.9,1,2.6,-2.5,3.6,0,1009.48688,1261.233
0.0,2,3,3,403.0,7.7613,-6.9,0,-2.6,2.5,-3.6,0,1261.233,1009.48688
0.0,2,3,3,23.0,6.1003,-0.7,1,3.2,0.5,4.3,-3,1084.17145,1153.71822
0.0,2,3,3,-23.0,-6.1003,0.7,0,-3.2,-0.5,-4.3,3,1153.71822,1084.17145
0.0,2,3,3,17.0,5.9661,-3.4,1,2.03,1.57,-0.1,0,1123.57305,1003.13416
0.0,2,3,3,-17.0,-5.9661,3.4,0,-2.03,-1.57,0.1,0,1003.13416,1123.57305
0.0,2,3,3,98.0,7.4,-3.8,1,4.9,1.1,-0.9,0,1266.62524,933.9686
0.0,2,3,3,-98.0,-7.4,3.8,0,-4.9,-1.1,0.9,0,933.9686,1266.62524
0.0,2,3,3,21.0,6.8309,12.8,1,-2.5,-1.4,-0.4,-1,1158.67919,1120.83063
0.0,2,3,3,-21.0,-6.8309,-12.8,0,2.5,1.4,0.4,1,1120.83063,1158.67919
0.0,2,3,3,-13.0,-6.1442,-3.3,1,-3.21,2.59,-0.74,1,1036.2789,1079.92129
0.0,2,3,3,13.0,6.1442,3.3,0,3.21,-2.59,0.74,-1,1079.92129,1036.2789
0.0,2,3,3,24.0,6.2841,0.3,1,-2.3,2.7,0.2,-1,1101.59767,1124.46216
0.0,2,3,3,-24.0,-6.2841,-0.3,0,2.3,-2.7,-0.2,1,1124.46216,1101.59767
0.0,2,3,3,65.0,7.8332,-3.1,1,7.1,-0.3,0.9,-1,1257.82452,945.48565
0.0,2,3,3,-65.0,-7.8332,3.1,0,-7.1,0.3,-0.9,1,945.48565,1257.82452
0.0,2,3,3,-13.0,-6.5958,12.4,1,1.18,-1.05,2.1,0,1124.09228,1233.99459
0.0,2,3,3,13.0,6.5958,-12.4,0,-1.18,1.05,-2.1,0,1233.99459,1124.09228
0.0,2,3,3,66.0,6.6026,5.0,1,16.23,1.5,-2.1,0,1141.16419,963.79378
0.0,2,3,3,-66.0,-6.6026,-5.0,0,-16.23,-1.5,2.1,0,963.79378,1141.16419
0.0,2,3,3,52.0,6.7405,-1.5,1,-1.28,2.58,0.56,1,1154.95001,952.97833
0.0,2,3,3,-52.0,-6.7405,1.5,0,1.28,-2.58,-0.56,-1,952.97833,1154.95001
0.0,2,3,3,33.0,9.133,2.2,1,1.7,2.85,-2.55,0,1549.07352,1031.24378
0.0,2,3,3,-33.0,-9.133,-2.2,0,-1.7,-2.85,2.55,0,1031.24378,1549.07352
0.0,2,3,4,44.0,5.5094,-4.2,1,5.65,3.4,-0.25,0,1102.78996,985.51673
0.0,2,3,4,-44.0,-5.5094,4.2,0,-5.65,-3.4,0.25,0,985.51673,1102.78996
0.0,2,3,4,69.0,6.9295,13.2,1,16.2,-2.78,-2.22,0,1193.63805,1050.93414
0.0,2,3,4,-69.0,-6.9295,-13.2,0,-16.2,2.78,2.22,0,1050.93414,1193.63805
0.0,2,3,4,391.0,7.1647,-6.7,1,0.9,0.3,-2.4,0,1103.3321,1035.40273
0.0,2,3,4,-391.0,-7.1647,6.7,0,-0.9,-0.3,2.4,0,1035.40273,1103.3321
0.0,2,3,4,18.0,6.7405,-1.5,1,4.8,-0.54,-1.84,2,1270.73495,1134.23862
0.0,2,3,4,-18.0,-6.7405,1.5,0,-4.8,0.54,1.84,-2,1134.23862,1270.73495
0.0,2,3,4,15.0,6.6412,7.0,1,-1.2,-2.2,0.7,0,1172.94306,1054.2782
0.0,2,3,4,-15.0,-6.6412,-7.0,0,1.2,2.2,-0.7,0,1054.2782,1172.94306
0.0,2,3,4,-19.0,-7.5316,7.6,1,4.6,0.6,1.1,0,1118.6491,1262.37168
0.0,2,3,4,19.0,7.5316,-7.6,0,-4.6,-0.6,-1.1,0,1262.37168,1118.6491
0.0,2,3,4,3.0,2.3979,-3.6,1,12.11,-0.11,-0.22,2,1149.63867,1144.99115
0.0,2,3,4,-3.0,-2.3979,3.6,0,-12.11,0.11,0.22,-2,1144.99115,1149.63867
0.0,2,3,4,22.0,9.0967,-2.4,1,2.2,-0.4,-0.8,2,1550.61905,1162.57201
0.0,2,3,4,-22.0,-9.0967,2.4,0,-2.2,0.4,0.8,-2,1162.57201,1550.61905
0.0,2,3,5,40.0,6.7799,17.2,1,9.7,-2.4,-0.5,0,1203.41251,1113.5855
0.0,2,3,5,-40.0,-6.7799,-17.2,0,-9.7,2.4,0.5,0,1113.5855,1203.41251
0.0,2,3,5,11.0,6.6477,2.8,1,6.8,-0.9,-2.9,3,1280.75367,1116.2431
0.0,2,3,5,-11.0,-6.6477,-2.8,0,-6.8,0.9,2.9,-3,1116.2431,1280.75367
0.0,2,3,5,9.0,6.4232,3.8,1,-9.0,-0.9,-1.7,0,1183.68136,1140.91441
0.0,2,3,5,-9.0,-6.4232,-3.8,0,9.0,0.9,1.7,0,1140.91441,1183.68136
0.0,2,3,5,25.0,9.1161,-2.0,1,-18.24,0.34,-0.33,3,1553.7153,1165.42466
0.0,2,3,5,-25.0,-9.1161,2.0,0,18.24,-0.34,0.33,-3,1165.42466,1553.7153
0.0,2,3,6,8.0,6.1964,-6.1,1,-10.9,0.6,0.6,-1,1289.69731,1215.3656
0.0,2,3,6,-8.0,-6.1964,6.1,0,10.9,-0.6,-0.6,1,1215.3656,1289.69731
0.0,2,3,6,17.0,9.0462,-5.1,1,2.5,0.3,-0.4,5,1556.80763,1197.72176
0.0,2,3,6,-17.0,-9.0462,5.1,0,-2.5,-0.3,0.4,-5,1197.72176,1556.80763
0.0,2,3,7,13.0,9.0271,-2.1,1,-4.21,1.4,0.02,3,1560.40249,1302.3255
0.0,2,3,7,-13.0,-9.0271,2.1,0,4.21,-1.4,-0.02,-3,1302.3255,1560.40249
0.0,3,3,2,18.0,5.3982,3.4,1,-3.6,-0.7,1.8,0,1053.92408,975.48517
0.0,3,3,2,-18.0,-5.3982,-3.4,0,3.6,0.7,-1.8,0,975.48517,1053.92408
0.0,3,3,2,57.0,6.5695,9.5,1,-0.45,1.8,2.4,0,1129.20516,1015.33944
0.0,3,3,2,-57.0,-6.5695,-9.5,0,0.45,-1.8,-2.4,0,1015.33944,1129.20516
0.0,3,3,2,160.0,7.1483,-3.0,1,-5.2,1.95,-0.9,0,1159.47576,979.44727
0.0,3,3,2,-160.0,-7.1483,3.0,0,5.2,-1.95,0.9,0,979.44727,1159.47576
0.0,3,3,2,43.0,5.9026,-5.1,1,-1.01,2.34,-1.54,1,1043.5399,1022.66746
0.0,3,3,2,-43.0,-5.9026,5.1,0,1.01,-2.34,1.54,-1,1022.66746,1043.5399
0.0,3,3,2,18.0,6.0307,-4.1,1,2.7,3.3,0.6,1,1212.10373,1134.55757
0.0,3,3,2,-18.0,-6.0307,4.1,0,-2.7,-3.3,-0.6,-1,1134.55757,1212.10373
0.0,3,3,2,6.0,4.5643,7.4,1,-6.4,2.2,-2.1,0,1064.45703,979.7543
0.0,3,3,2,-6.0,-4.5643,-7.4,0,6.4,-2.2,2.1,0,979.7543,1064.45703
0.0,3,3,2,24.0,6.2344,-7.7,1,0.2,0.9,2.1,0,1107.29946,992.46859
0.0,3,3,2,-24.0,-6.2344,7.7,0,-0.2,-0.9,-2.1,0,992.46859,1107.29946
0.0,3,3,2,32.0,6.4216,2.4,1,6.21,1.96,-0.97,-1,1126.87401,1025.76251
0.0,3,3,2,-32.0,-6.4216,-2.4,0,-6.21,-1.96,0.97,1,1025.76251,1126.87401
0.0,3,3,2,8.0,5.4205,-8.9,1,-0.95,0.15,-0.18,0,1209.34472,1124.2199
0.0,3,3,2,-8.0,-5.4205,8.9,0,0.95,-0.15,0.18,0,1124.2199,1209.34472
0.0,3,3,2,24.0,6.1485,0.4,1,0.78,-1.0,-0.45,0,1118.75361,989.05566
0.0,3,3,2,-24.0,-6.1485,-0.4,0,-0.78,1.0,0.45,0,989.05566,1118.75361
0.0,3,3,2,26.0,6.3244,2.4,1,15.5,-1.25,0.12,0,1162.33233,1102.27054
0.0,3,3,2,-26.0,-6.3244,-2.4,0,-15.5,1.25,-0.12,0,1102.27054,1162.33233
0.0,3,3,2,-22.0,-4.5109,-2.6,1,1.58,1.67,0.22,0,955.3193,961.37395
0.0,3,3,2,22.0,4.5109,2.6,0,-1.58,-1.67,-0.22,0,961.37395,955.3193
0.0,3,3,2,-6.0,-5.1591,7.4,1,1.22,3.1,-1.92,-1,1094.49571,1029.69825
0.0,3,3,2,6.0,5.1591,-7.4,0,-1.22,-3.1,1.92,1,1029.69825,1094.49571
0.0,3,3,2,69.0,7.0022,11.3,1,17.95,-4.65,-2.08,4,1202.73741,1029.26344
0.0,3,3,2,-69.0,-7.0022,-11.3,0,-17.95,4.65,2.08,-4,1029.26344,1202.73741
0.0,3,3,2,30.0,5.8999,-3.5,1,1.0,2.5,1.2,0,1104.54556,997.81284
0.0,3,3,2,-30.0,-5.8999,3.5,0,-1.0,-2.5,-1.2,0,997.81284,1104.54556
0.0,3,3,2,10.0,5.4931,2.3,1,3.97,0.44,-1.24,0,1189.53141,1049.30121
0.0,3,3,2,-10.0,-5.4931,-2.3,0,-3.97,-0.44,1.24,0,1049.30121,1189.53141
0.0,3,3,3,44.0,9.2089,-3.5,1,-0.69,1.18,-1.69,1,1566.3091,1066.37198
0.0,3,3,3,-44.0,-9.2089,3.5,0,0.69,-1.18,1.69,-1,1066.37198,1566.3091
0.0,3,3,3,13.0,6.5958,-12.5,1,-2.0,0.8,-2.0,-1,1213.09572,1140.14146
0.0,3,3,3,-13.0,-6.5958,12.5,0,2.0,-0.8,2.0,1,1140.14146,1213.09572
0.0,3,3,3,-8.0,-6.6859,3.3,1,0.9,-0.9,0.1,0,1167.85526,1235.31715
0.0,3,3,3,8.0,6.6859,-3.3,0,-0.9,0.9,-0.1,0,1235.31715,1167.85526
0.0,3,3,3,32.0,7.6163,3.6,1,6.9,-2.3,0.0,1,1239.74178,1058.57984
0.0,3,3,3,-32.0,-7.6163,-3.6,0,-6.9,2.3,-0.0,-1,1058.57984,1239.74178
0.0,3,3,3,26.0,8.111,0.5,1,10.79,-3.91,-0.13,2,1284.88277,1224.59074
0.0,3,3,3,-26.0,-8.111,-0.5,0,-10.79,3.91,0.13,-2,1224.59074,1284.88277
0.0,3,3,3,17.0,6.3986,-4.0,1,2.64,-0.44,1.07,1,1061.92199,1076.63181
0.0,3,3,3,-17.0,-6.3986,4.0,0,-2.64,0.44,-1.07,-1,1076.63181,1061.92199
0.0,3,3,3,13.0,6.9334,2.8,1,5.8,-0.8,-2.5,4,1296.41889,1118.1958
0.0,3,3,3,-13.0,-6.9334,-2.8,0,-5.8,0.8,2.5,-4,1118.1958,1296.41889
0.0,3,3,3,24.0,8.1536,-3.9,1,-7.7,-0.6,-1.3,3,1384.76346,1138.3448
0.0,3,3,3,-24.0,-8.1536,3.9,0,7.7,0.6,1.3,-3,1138.3448,1384.76346
0.0,3,3,3,-16.0,-7.4448,1.0,1,-1.9,-1.4,1.8,-2,1221.50118,1240.10637
0.0,3,3,3,16.0,7.4448,-1.0,0,1.9,1.4,-1.8,2,1240.10637,1221.50118
0.0,3,3,3,14.0,6.5236,3.5,1,-2.3,1.1,-1.4,-1,1206.57121,1129.0436
0.0,3,3,3,-14.0,-6.5236,-3.5,0,2.3,-1.1,1.4,1,1129.0436,1206.57121
0.0,3,3,3,-11.0,-6.5596,-3.0,1,18.55,0.33,-0.56,-2,1175.59361,1194.1269
0.0,3,3,3,11.0,6.5596,3.0,0,-18.55,-0.33,0.56,2,1194.1269,1175.59361
0.0,3,3,3,-88.0,-8.5578,-5.0,1,0.7,-2.9,0.5,0,971.5981,1319.72024
0.0,3,3,3,88.0,8.5578,5.0,0,-0.7,2.9,-0.5,0,1319.72024,971.5981
0.0,3,3,3,29.0,7.4524,-8.8,1,-0.27,-2.77,1.59,0,1246.55445,1107.5458
0.0,3,3,3,-29.0,-7.4524,8.8,0,0.27,2.77,-1.59,0,1107.5458,1246.55445
0.0,3,3,3,10.0,7.2012,-9.6,1,-10.4,3.9,-0.3,-1,1334.88893,1211.35237
0.0,3,3,3,-10.0,-7.2012,9.6,0,10.4,-3.9,0.3,1,1211.35237,1334.88893
0.0,3,3,3,19.0,6.8255,-5.9,1,-0.03,0.98,0.0,1,1219.48707,1115.77934
0.0,3,3,3,-19.0,-6.8255,5.9,0,0.03,-0.98,-0.0,-1,1115.77934,1219.48707
0.0,3,3,3,33.0,9.3627,-4.0,1,-12.02,0.3,-0.52,3,1555.25684,1199.40281
0.0,3,3,3,-33.0,-9.3627,4.0,0,12.02,-0.3,0.52,-3,1199.40281,1555.25684
0.0,3,3,4,15.0,9.0916,6.8,1,-5.07,-0.93,1.29,2,1568.01337,1225.78457
0.0,3,3,4,-15.0,-9.0916,-6.8,0,5.07,0.93,-1.29,-2,1225.78457,1568.01337
0.0,3,3,4,12.0,7.2971,-0.7,1,6.9,-1.0,-1.6,1,1248.08098,1186.92353
0.0,3,3,4,-12.0,-7.2971,0.7,0,-6.9,1.0,1.6,-1,1186.92353,1248.08098
0.0,3,3,4,17.0,8.0034,-5.0,1,9.67,-1.45,-2.12,1,1298.13376,1078.599
0.0,3,3,4,-17.0,-8.0034,5.0,0,-9.67,1.45,2.12,-1,1078.599,1298.13376
0.0,3,3,4,-9.0,-7.8022,4.7,1,6.3,-0.8,-1.0,0,1304.86283,1391.00016
0.0,3,3,4,9.0,7.8022,-4.7,0,-6.3,0.8,1.0,0,1391.00016,1304.86283
0.0,3,3,4,-5.0,-6.0776,-6.2,1,-0.1,-1.2,1.5,2,1238.35716,1219.05903
0.0,3,3,4,5.0,6.0776,6.2,0,0.1,1.2,-1.5,-2,1219.05903,1238.35716
0.0,3,3,4,64.0,6.649,5.0,1,12.2,1.1,-1.1,1,1192.44629,999.79686
0.0,3,3,4,-64.0,-6.649,-5.0,0,-12.2,-1.1,1.1,-1,999.79686,1192.44629
0.0,3,3,4,2.0,5.7714,2.1,1,2.8,2.5,-1.7,-3,1345.42808,1256.47391
0.0,3,3,4,-2.0,-5.7714,-2.1,0,-2.8,-2.5,1.7,3,1256.47391,1345.42808
0.0,3,3,4,17.0,9.2934,4.0,1,-2.31,-1.56,-0.4,0,1558.9115,1230.84812
0.0,3,3,4,-17.0,-9.2934,-4.0,0,2.31,1.56,0.4,0,1230.84812,1558.9115
0.0,3,3,5,9.0,8.9779,-1.7,1,-5.46,0.37,1.84,5,1571.92972,1261.29331
0.0,3,3,5,-9.0,-8.9779,1.7,0,5.46,-0.37,-1.84,-5,1261.29331,1571.92972
0.0,3,3,5,8.0,7.7102,-5.7,1,4.69,0.06,-1.78,1,1305.18432,1324.75028
0.0,3,3,5,-8.0,-7.7102,5.7,0,-4.69,-0.06,1.78,-1,1324.75028,1305.18432
0.0,3,3,5,-3.0,-4.7095,7.4,1,14.4,1.1,-1.1,-2,1200.38425,1253.46936
0.0,3,3,5,3.0,4.7095,-7.4,0,-14.4,-1.1,1.1,2,1253.46936,1200.38425
0.0,3,3,5,-9.0,-9.1902,-1.4,1,5.4,2.5,-1.0,-3,1357.41881,1563.11686
0.0,3,3,5,9.0,9.1902,1.4,0,-5.4,-2.5,1.0,3,1563.11686,1357.41881
0.0,3,3,6,3.0,8.7477,3.6,1,-9.11,-0.77,3.22,6,1576.51524,1322.08441
0.0,3,3,6,-3.0,-8.7477,-3.6,0,9.11,0.77,-3.22,-6,1322.08441,1576.51524
0.0,3,3,6,-17.0,-7.4212,3.5,1,8.1,0.3,0.1,-2,1218.81006,1381.92066
0.0,3,3,6,17.0,7.4212,-3.5,0,-8.1,-0.3,-0.1,2,1381.92066,1218.81006
0.0,3,3,7,25.0,9.1649,-2.1,1,-11.15,-2.32,1.85,4,1582.52361,1241.8144
0.0,3,3,7,-25.0,-9.1649,2.1,0,11.15,2.32,-1.85,-4,1241.8144,1582.52361
0.0,4,3,3,2.0,7.2626,-4.4,1,5.58,1.1,-2.12,1,1316.07604,1292.23267
0.0,4,3,3,-2.0,-7.2626,4.4,0,-5.58,-1.1,2.12,-1,1292.23267,1316.07604
0.0,4,3,3,-3.0,-6.0186,-7.1,1,-1.3,1.2,-0.6,2,1223.25039,1277.32898
0.0,4,3,3,3.0,6.0186,7.1,0,1.3,-1.2,0.6,-2,1277.32898,1223.25039
0.0,4,3,3,5.0,7.5153,2.7,1,8.2,-0.5,-1.82,1,1330.97973,1241.72088
0.0,4,3,3,-5.0,-7.5153,-2.7,0,-8.2,0.5,1.82,-1,1241.72088,1330.97973
0.0,4,3,3,7.0,8.9314,6.3,1,-1.7,-1.8,0.2,2,1538.61501,1229.74329
0.0,4,3,3,-7.0,-8.9314,-6.3,0,1.7,1.8,-0.2,-2,1229.74329,1538.61501
0.0,4,3,3,9.0,8.9873,3.5,1,-1.8,0.9,-0.1,2,1543.24058,1244.48318
0.0,4,3,3,-9.0,-8.9873,-3.5,0,1.8,-0.9,0.1,-2,1244.48318,1543.24058
0.0,4,3,3,2.0,8.6536,3.6,1,-9.92,-1.02,2.08,3,1548.10134,1342.95732
0.0,4,3,3,-2.0,-8.6536,-3.6,0,9.92,1.02,-2.08,-3,1342.95732,1548.10134
0.0,4,3,3,-2.0,-7.1357,1.3,1,4.8,1.1,-1.0,0,1358.91632,1371.11271
0.0,4,3,3,2.0,7.1357,-1.3,0,-4.8,-1.1,1.0,0,1371.11271,1358.91632
0.0,4,3,3,4.0,7.4182,3.5,1,-2.6,0.1,1.5,2,1291.52148,1375.47775
0.0,4,3,3,-4.0,-7.4182,-3.5,0,2.6,-0.1,-1.5,-2,1375.47775,1291.52148
0.0,4,3,3,-2.0,-6.0186,-4.8,1,-3.2,-0.9,-0.9,-1,1354.55128,1311.31427
0.0,4,3,3,2.0,6.0186,4.8,0,3.2,0.9,0.9,1,1311.31427,1354.55128
0.0,4,3,3,6.0,8.9536,1.4,1,-3.72,-1.75,2.28,0,1586.47013,1355.68496
0.0,4,3,3,-6.0,-8.9536,-1.4,0,3.72,1.75,-2.28,0,1355.68496,1586.47013
0.0,4,3,3,4.0,8.7766,2.7,1,1.55,-1.12,1.4,3,1593.17114,1368.57036
0.0,4,3,3,-4.0,-8.7766,-2.7,0,-1.55,1.12,-1.4,-3,1368.57036,1593.17114
0.0,4,3,3,2.0,8.7113,-2.1,1,-0.98,-1.55,0.32,0,1600.0627,1297.29519
0.0,4,3,3,-2.0,-8.7113,2.1,0,0.98,1.55,-0.32,0,1297.29519,1600.0627
0.0,4,3,6,3.0,8.7121,2.6,1,-0.4,-0.3,-0.4,7,1555.61781,1361.6788
0.0,4,3,6,-3.0,-8.7121,-2.6,0,0.4,0.3,0.4,-7,1361.6788,1555.61781
0.0,4,3,6,3.0,8.7219,3.7,1,-7.92,-0.68,3.94,7,1604.82906,1335.44085
0.0,4,3,6,-3.0,-8.7219,-3.7,0,7.92,0.68,-3.94,-7,1335.44085,1604.82906
0.0,4,3,7,1.0,6.0064,0.1,1,2.69,-0.84,2.19,-7,1610.42848,1563.51154
0.0,4,3,7,-1.0,-6.0064,-0.1,0,-2.69,0.84,-2.19,7,1563.51154,1610.42848
0.0,1,5,3,35.0,7.8675,2.0,1,0.06,2.76,-2.28,1,1348.98395,1025.67366
0.0,1,5,3,-35.0,-7.8675,-2.0,0,-0.06,-2.76,2.28,-1,1025.67366,1348.98395
0.0,1,5,3,-18.0,-6.5309,-9.6,1,-9.6,4.0,-0.2,1,1311.12053,1200.81322
0.0,1,5,3,18.0,6.5309,9.6,0,9.6,-4.0,0.2,-1,1200.81322,1311.12053
0.0,1,5,3,-32.0,-7.8403,0.0,1,-1.7,-0.0,-0.9,0,1322.20476,1353.29026
0.0,1,5,3,32.0,7.8403,-0.0,0,1.7,0.0,0.9,0,1353.29026,1322.20476
0.0,1,3,3,-21.0,-6.628,-11.6,1,-12.5,2.4,2.4,-1,1021.36735,1189.72899
0.0,1,3,3,21.0,6.628,11.6,0,12.5,-2.4,-2.4,1,1189.72899,1021.36735
0.0,2,3,3,71.0,6.6619,9.6,1,7.65,-0.3,-2.0,0,1132.1081,989.8248
0.0,2,3,3,-71.0,-6.6619,-9.6,0,-7.65,0.3,2.0,0,989.8248,1132.1081
0.0,2,3,3,96.0,6.3261,1.5,1,-1.6,0.6,-8.4,1,1106.56676,977.40818
0.0,2,3,3,-96.0,-6.3261,-1.5,0,1.6,-0.6,8.4,-1,977.40818,1106.56676
0.0,2,3,3,10.0,6.3491,-9.2,1,5.9,0.4,-1.6,-2,1221.86822,1173.7112
0.0,2,3,3,-10.0,-6.3491,9.2,0,-5.9,-0.4,1.6,2,1173.7112,1221.86822
0.0,2,3,3,-71.0,-6.5309,-13.4,1,-4.03,0.6,0.6,-1,1001.61523,1195.74815
0.0,2,3,3,71.0,6.5309,13.4,0,4.03,-0.6,-0.6,1,1195.74815,1001.61523
0.0,2,3,3,81.0,5.7621,2.0,1,-1.0,2.0,4.0,0,916.10471,896.52462
0.0,2,3,3,-81.0,-5.7621,-2.0,0,1.0,-2.0,-4.0,0,896.52462,916.10471
0.0,2,3,3,5.0,5.7714,10.6,1,-5.39,0.61,0.11,-1,1177.27422,1115.47526
0.0,2,3,3,-5.0,-5.7714,-10.6,0,5.39,-0.61,-0.11,1,1115.47526,1177.27422
0.0,2,3,3,16.0,6.5737,-1.4,1,-1.23,-0.22,-2.44,1,1226.64276,1116.55578
0.0,2,3,3,-16.0,-6.5737,1.4,0,1.23,0.22,2.44,-1,1116.55578,1226.64276
0.0,2,3,3,15.0,5.5175,-1.7,1,2.74,0.32,-0.47,0,1097.62634,981.57225
0.0,2,3,3,-15.0,-5.5175,1.7,0,-2.74,-0.32,0.47,0,981.57225,1097.62634
0.0,2,3,3,-102.0,-5.9375,3.5,1,0.0,0.0,0.0,0,924.59761,1004.40314
0.0,2,3,3,102.0,5.9375,-3.5,0,-0.0,-0.0,-0.0,0,1004.40314,924.59761
0.0,2,3,3,53.0,7.8403,2.4,1,1.29,1.57,4.0,0,1300.45405,1009.30091
0.0,2,3,3,-53.0,-7.8403,-2.4,0,-1.29,-1.57,-4.0,0,1009.30091,1300.45405
0.0,2,3,3,300.0,6.6107,11.5,1,0.0,0.0,0.0,0,1089.00926,1000.0
0.0,2,3,3,-300.0,-6.6107,-11.5,0,-0.0,-0.0,-0.0,0,1000.0,1089.00926
0.0,2,3,3,-21.0,-6.1985,-4.9,1,-12.0,5.93,-2.37,0,1067.71938,1058.29348
