surface,tourney_level,best_of,round,rank_diff,points_diff,age_diff,player_elo_before,opponent_elo_before
0.0,2,3,5,68.0,-417.0,4.6,1021.1452251343075,1008.9263219285899
0.0,2,3,5,-23.0,1112.0,3.6,1005.4010153316444,1027.0584198174436
0.0,2,3,5,23.0,-1112.0,-3.6,1027.0584198174436,1005.4010153316444
0.0,2,3,5,7.0,-39.0,-3.9,1026.6410229180542,1009.1410095752649
0.0,2,3,5,-7.0,39.0,3.9,1009.1410095752649,1026.6410229180542
0.0,2,3,6,-92.0,522.0,5.7,1025.4887913390605,1009.2629360886373
0.0,2,3,6,92.0,-522.0,-5.7,1009.2629360886373,1025.4887913390605
0.0,2,3,6,47.0,-1337.0,-7.1,1041.8357983695269,1022.3970858713911
0.0,2,3,6,-47.0,1337.0,7.1,1022.3970858713911,1041.8357983695269
0.0,6,5,1,-115.0,10918.0,2.1,993.0536057748576,1023.633539724586
0.0,6,5,1,115.0,-10918.0,-2.1,1023.633539724586,993.0536057748576
0.0,6,5,1,27.0,-185.0,-3.1,1000.0,992.9981919293231
0.0,6,5,1,-27.0,185.0,3.1,992.9981919293231,1000.0
0.0,6,5,1,-120.0,341.0,11.6,995.4285714285714,994.9206349206348
0.0,6,5,1,120.0,-341.0,-11.6,994.9206349206348,995.4285714285714
0.0,6,5,1,-70.0,596.0,3.2,994.9206349206348,1000.0
0.0,6,5,1,70.0,-596.0,-3.2,1000.0,994.9206349206348
0.0,6,5,1,-97.0,1200.0,-0.2,1000.0,1000.0
0.0,6,5,1,97.0,-1200.0,0.2,1000.0,1000.0
0.0,6,5,1,-180.0,460.0,7.6,992.9351165633587,1000.0
0.0,6,5,1,180.0,-460.0,-7.6,1000.0,992.9351165633587
0.0,6,5,1,-10.0,123.0,8.1,1024.3009566730063,994.9231858654188
0.0,6,5,1,10.0,-123.0,-8.1,994.9231858654188,1024.3009566730063
0.0,6,5,1,-24.0,1133.0,5.4,978.4758556670132,995.3617437877876
0.0,6,5,1,24.0,-1133.0,-5.4,995.3617437877876,978.4758556670132
0.0,6,5,1,-109.0,1678.0,10.9,995.4887171193529,995.4285714285714
0.0,6,5,1,109.0,-1678.0,-10.9,995.4285714285714,995.4887171193529
0.0,6,5,1,-44.0,411.0,2.3,1040.7421058657342,1000.0
0.0,6,5,1,44.0,-411.0,-2.3,1000.0,1040.7421058657342
0.0,6,5,1,-102.0,559.0,-0.1,994.9310310646183,1000.0
0.0,6,5,1,102.0,-559.0,0.1,1000.0,994.9310310646183
0.0,6,5,1,-98.0,1284.0,7.4,1000.0,994.0096215619636
0.0,6,5,1,98.0,-1284.0,-7.4,994.0096215619636,1000.0
0.0,6,5,1,16.0,-417.0,0.5,990.8571428571429,989.9954336162061
0.0,6,5,1,-16.0,417.0,-0.5,989.9954336162061,990.8571428571429
0.0,6,5,1,-100.0,324.0,9.4,995.4285714285714,1000.0
0.0,6,5,1,100.0,-324.0,-9.4,1000.0,995.4285714285714
0.0,6,5,1,-127.0,534.0,-1.7,993.9462341237922,1000.0
0.0,6,5,1,127.0,-534.0,1.7,1000.0,993.9462341237922
0.0,6,5,1,-136.0,4200.0,-3.3,1009.2619177074262,1000.0
0.0,6,5,1,136.0,-4200.0,3.3,1000.0,1009.2619177074262
0.0,6,5,1,-96.0,4817.0,2.2,1041.9552500302123,1000.0
0.0,6,5,1,96.0,-4817.0,-2.2,1000.0,1041.9552500302123
0.0,6,5,1,151.0,-696.0,-4.7,995.4285714285714,989.0417761375966
0.0,6,5,1,-151.0,696.0,4.7,989.0417761375966,995.4285714285714
0.0,6,5,1,-1.0,2.0,6.0,978.9440262445971,995.4285714285714
0.0,6,5,1,1.0,-2.0,-6.0,995.4285714285714,978.9440262445971
0.0,6,5,1,113.0,-849.0,-1.2,1000.0,995.0492248086456
0.0,6,5,1,-113.0,849.0,1.2,995.0492248086456,1000.0
0.0,6,5,1,41.0,-696.0,6.9,990.9507028205805,994.9206349206348
0.0,6,5,1,-41.0,696.0,-6.9,994.9206349206348,990.9507028205805
0.0,6,5,1,25.0,-305.0,-2.7,994.7845410603737,990.8448317867005
0.0,6,5,1,-25.0,305.0,2.7,990.8448317867005,994.7845410603737
0.0,6,5,1,-59.0,461.0,6.1,977.4544889910728,994.8270749571972
0.0,6,5,1,59.0,-461.0,-6.1,994.8270749571972,977.4544889910728
0.0,6,5,1,89.0,-1271.0,-1.7,990.9507028205805,995.4879362889371
0.0,6,5,1,-89.0,1271.0,1.7,995.4879362889371,990.9507028205805
0.0,6,5,1,-55.0,3392.0,5.7,1057.1426678621983,995.3617437877876
0.0,6,5,1,55.0,-3392.0,-5.7,995.3617437877876,1057.1426678621983
0.0,6,5,1,3.0,-12.0,4.5,990.9762034217116,995.4285714285714
0.0,6,5,1,-3.0,12.0,-4.5,995.4285714285714,990.9762034217116
0.0,6,5,1,-74.0,369.0,-5.9,995.4285714285714,1000.0
0.0,6,5,1,74.0,-369.0,5.9,1000.0,995.4285714285714
0.0,6,5,1,-63.0,1110.0,2.3,995.4285714285714,995.4285714285714
0.0,6,5,1,63.0,-1110.0,-2.3,995.4285714285714,995.4285714285714
0.0,6,5,1,-169.0,931.0,-8.4,995.4285714285714,1000.0
0.0,6,5,1,169.0,-931.0,8.4,1000.0,995.4285714285714
0.0,6,5,1,-154.0,733.0,5.0,1010.0623492776969,1000.0
0.0,6,5,1,154.0,-733.0,-5.0,1000.0,1010.0623492776969
0.0,6,5,1,-29.0,122.0,3.4,993.1428571428571,994.9206349206348
0.0,6,5,1,29.0,-122.0,-3.4,994.9206349206348,993.1428571428571
0.0,6,5,1,-64.0,4325.0,-4.4,993.261917707426,995.4285714285714
0.0,6,5,1,64.0,-4325.0,4.4,995.4285714285714,993.261917707426
0.0,6,5,1,-94.0,4113.0,-1.8,1025.1428480053635,1004.5827557238367
0.0,6,5,1,94.0,-4113.0,1.8,1004.5827557238367,1025.1428480053635
0.0,6,5,1,31.0,-145.0,-0.8,995.4285714285714,1000.0
0.0,6,5,1,-31.0,145.0,0.8,1000.0,995.4285714285714
0.0,6,5,1,15.0,-159.0,7.4,1059.2780883590394,1056.9415454765683
0.0,6,5,1,-15.0,159.0,-7.4,1056.9415454765683,1059.2780883590394
0.0,6,5,1,-125.0,1041.0,2.1,1020.5794411668093,994.8270749571972
0.0,6,5,1,125.0,-1041.0,-2.1,994.8270749571972,1020.5794411668093
0.0,6,5,1,-69.0,845.0,-1.8,991.1357944657908,1000.0
0.0,6,5,1,69.0,-845.0,1.8,1000.0,991.1357944657908
0.0,6,5,1,-29.0,177.0,-6.4,1008.4506323068297,1000.0
0.0,6,5,1,29.0,-177.0,6.4,1000.0,1008.4506323068297
0.0,6,5,1,-15.0,67.0,4.4,976.9351165633587,1000.0
0.0,6,5,1,15.0,-67.0,-4.4,1000.0,976.9351165633587
0.0,6,5,1,134.0,-2094.0,-7.6,994.9206349206348,995.5752882129497
0.0,6,5,1,-134.0,2094.0,7.6,995.5752882129497,994.9206349206348
0.0,6,5,1,-44.0,1336.0,6.2,1007.2913387643497,994.8823630668109
0.0,6,5,1,44.0,-1336.0,-6.2,994.8823630668109,1007.2913387643497
0.0,6,5,1,1.0,-4.0,-2.9,994.8270749571972,990.8061091377344
0.0,6,5,1,-1.0,4.0,2.9,990.8061091377344,994.8270749571972
0.0,6,5,1,18.0,-77.0,-4.9,992.9351165633587,994.9206349206348
