surface,draw_size,tourney_level,player_seed,player_hand,player_ht,player_age,opponent_seed,opponent_hand,opponent_ht,opponent_age,best_of,round,player_rank,player_rank_points,opponent_rank,opponent_rank_points
0.0,128,6,0,0.0,175.0,30.7,0,0.0,183.0,24.9,5,3,87.0,633.0,74.0,693.0
0.0,128,6,23,0.0,193.0,29.3,0,0.0,185.0,35.6,5,3,25.0,1485.0,225.0,233.0
0.0,128,6,0,0.0,185.0,35.6,23,0.0,193.0,29.3,5,3,225.0,233.0,25.0,1485.0
0.0,128,6,13,0.0,196.0,25.0,21,0.0,193.0,29.9,5,3,14.0,2270.0,26.0,1475.0
0.0,128,6,21,0.0,193.0,29.9,13,0.0,196.0,25.0,5,3,26.0,1475.0,14.0,2270.0
0.0,128,6,4,0.0,183.0,30.8,0,0.0,193.0,30.4,5,3,4.0,6865.0,51.0,827.0
0.0,128,6,0,0.0,193.0,30.4,4,0.0,183.0,30.8,5,3,51.0,827.0,4.0,6865.0
0.0,128,6,8,0.0,175.0,33.7,31,0.0,188.0,26.0,5,3,8.0,4145.0,32.0,1240.0
0.0,128,6,31,0.0,188.0,26.0,8,0.0,175.0,33.7,5,3,32.0,1240.0,8.0,4145.0
0.0,128,6,10,0.0,208.0,30.7,18,1.0,188.0,34.3,5,3,11.0,2495.0,19.0,1690.0
0.0,128,6,18,1.0,188.0,34.3,10,0.0,208.0,30.7,5,3,19.0,1690.0,11.0,2495.0
0.0,128,6,16,0.0,196.0,23.2,0,0.0,183.0,26.5,5,3,17.0,1720.0,95.0,611.0
0.0,128,6,0,0.0,183.0,26.5,16,0.0,196.0,23.2,5,3,95.0,611.0,17.0,1720.0
0.0,128,6,2,0.0,191.0,28.6,32,0.0,185.0,26.8,5,3,2.0,8945.0,33.0,1191.0
0.0,128,6,32,0.0,185.0,26.8,2,0.0,191.0,28.6,5,3,33.0,1191.0,2.0,8945.0
0.0,128,6,1,0.0,188.0,28.6,14,0.0,183.0,31.0,5,4,1.0,16790.0,15.0,2145.0
0.0,128,6,14,0.0,183.0,31.0,1,0.0,188.0,28.6,5,4,15.0,2145.0,1.0,16790.0
0.0,128,6,7,0.0,178.0,26.0,9,0.0,188.0,30.7,5,4,7.0,4235.0,10.0,2725.0
0.0,128,6,9,0.0,188.0,30.7,7,0.0,178.0,26.0,5,4,10.0,2725.0,7.0,4235.0
0.0,128,6,3,0.0,185.0,34.4,15,0.0,180.0,25.1,5,4,3.0,8165.0,16.0,1835.0
0.0,128,6,15,0.0,180.0,25.1,3,0.0,185.0,34.4,5,4,16.0,1835.0,3.0,8165.0
0.0,128,6,6,0.0,196.0,30.3,24,0.0,183.0,27.7,5,4,6.0,4560.0,21.0,1640.0
0.0,128,6,24,0.0,183.0,27.7,6,0.0,196.0,30.3,5,4,21.0,1640.0,6.0,4560.0
0.0,128,6,23,0.0,193.0,29.3,0,0.0,183.0,24.9,5,4,25.0,1485.0,74.0,693.0
0.0,128,6,0,0.0,183.0,24.9,23,0.0,193.0,29.3,5,4,74.0,693.0,25.0,1485.0
0.0,128,6,13,0.0,196.0,25.0,4,0.0,183.0,30.8,5,4,14.0,2270.0,4.0,6865.0
0.0,128,6,4,0.0,183.0,30.8,13,0.0,196.0,25.0,5,4,4.0,6865.0,14.0,2270.0
0.0,128,6,8,0.0,175.0,33.7,10,0.0,208.0,30.7,5,4,8.0,4145.0,11.0,2495.0
0.0,128,6,10,0.0,208.0,30.7,8,0.0,175.0,33.7,5,4,11.0,2495.0,8.0,4145.0
0.0,128,6,2,0.0,191.0,28.6,16,0.0,196.0,23.2,5,4,2.0,8945.0,17.0,1720.0
0.0,128,6,16,0.0,196.0,23.2,2,0.0,191.0,28.6,5,4,17.0,1720.0,2.0,8945.0
0.0,128,6,1,0.0,188.0,28.6,7,0.0,178.0,26.0,5,5,1.0,16790.0,7.0,4235.0
0.0,128,6,7,0.0,178.0,26.0,1,0.0,188.0,28.6,5,5,7.0,4235.0,1.0,16790.0
0.0,128,6,3,0.0,185.0,34.4,6,0.0,196.0,30.3,5,5,3.0,8165.0,6.0,4560.0
0.0,128,6,6,0.0,196.0,30.3,3,0.0,185.0,34.4,5,5,6.0,4560.0,3.0,8165.0
0.0,128,6,13,0.0,196.0,25.0,23,0.0,193.0,29.3,5,5,14.0,2270.0,25.0,1485.0
0.0,128,6,23,0.0,193.0,29.3,13,0.0,196.0,25.0,5,5,25.0,1485.0,14.0,2270.0
0.0,128,6,2,0.0,191.0,28.6,8,0.0,175.0,33.7,5,5,2.0,8945.0,8.0,4145.0
0.0,128,6,8,0.0,175.0,33.7,2,0.0,191.0,28.6,5,5,8.0,4145.0,2.0,8945.0
0.0,128,6,1,0.0,188.0,28.6,3,0.0,185.0,34.4,5,6,1.0,16790.0,3.0,8165.0
0.0,128,6,3,0.0,185.0,34.4,1,0.0,188.0,28.6,5,6,3.0,8165.0,1.0,16790.0
0.0,128,6,2,0.0,191.0,28.6,13,0.0,196.0,25.0,5,6,2.0,8945.0,14.0,2270.0
0.0,128,6,13,0.0,196.0,25.0,2,0.0,191.0,28.6,5,6,14.0,2270.0,2.0,8945.0
0.0,32,2,0,0.0,198.0,18.7,0,0.0,198.0,30.6,3,3,85.0,651.0,103.0,560.0
0.0,32,2,0,0.0,198.0,30.6,0,0.0,198.0,18.7,3,3,103.0,560.0,85.0,651.0
0.0,32,2,0,1.0,203.0,28.6,0,0.0,185.0,23.9,3,3,156.0,376.0,116.0,503.0
0.0,32,2,0,0.0,185.0,23.9,0,1.0,203.0,28.6,3,3,116.0,503.0,156.0,376.0
0.0,32,2,0,1.0,193.0,35.5,7,0.0,188.0,19.2,3,3,121.0,487.0,38.0,1066.0
0.0,32,2,7,0.0,188.0,19.2,0,1.0,193.0,35.5,3,3,38.0,1066.0,121.0,487.0
0.0,32,2,0,0.0,185.0,34.0,0,0.0,185.0,19.8,3,3,93.0,609.0,155.0,376.0
0.0,32,2,0,0.0,185.0,19.8,0,0.0,185.0,34.0,3,3,155.0,376.0,93.0,609.0
0.0,32,2,0,0.0,183.0,26.6,0,0.0,185.0,34.1,3,3,78.0,701.0,693.0,38.0
0.0,32,2,0,0.0,185.0,34.1,0,0.0,183.0,26.6,3,3,693.0,38.0,78.0,701.0
0.0,32,2,0,0.0,185.0,32.1,5,0.0,193.0,29.4,3,3,136.0,454.0,17.0,1800.0
0.0,32,2,5,0.0,193.0,29.4,0,0.0,185.0,32.1,3,3,17.0,1800.0,136.0,454.0
0.0,32,2,0,1.0,183.0,28.0,6,0.0,185.0,26.8,3,3,107.0,524.0,33.0,1191.0
0.0,32,2,6,0.0,185.0,26.8,0,1.0,183.0,28.0,3,3,33.0,1191.0,107.0,524.0
0.0,32,2,0,0.0,193.0,25.7,0,0.0,191.0,34.0,3,3,108.0,522.0,54.0,812.0
0.0,32,2,0,0.0,191.0,34.0,0,0.0,193.0,25.7,3,3,54.0,812.0,108.0,522.0
0.0,32,2,0,0.0,196.0,31.1,0,0.0,178.0,31.8,3,3,133.0,458.0,106.0,532.0
0.0,32,2,0,0.0,178.0,31.8,0,0.0,196.0,31.1,3,3,106.0,532.0,133.0,458.0
0.0,32,2,8,0.0,183.0,30.6,0,0.0,185.0,28.2,3,3,53.0,814.0,109.0,522.0
0.0,32,2,0,0.0,185.0,28.2,8,0.0,183.0,30.6,3,3,109.0,522.0,53.0,814.0
0.0,32,2,0,0.0,191.0,23.0,0,0.0,185.0,29.4,3,3,97.0,603.0,61.0,781.0
0.0,32,2,0,0.0,185.0,29.4,0,0.0,191.0,23.0,3,3,61.0,781.0,97.0,603.0
0.0,32,2,0,0.0,190.0,27.4,0,0.0,191.0,19.2,3,3,82.0,661.0,171.0,316.0
0.0,32,2,0,0.0,191.0,19.2,0,0.0,190.0,27.4,3,3,171.0,316.0,82.0,661.0
0.0,128,6,1,0.0,188.0,28.6,2,0.0,191.0,28.6,5,7,1.0,16790.0,2.0,8945.0
0.0,128,6,2,0.0,191.0,28.6,1,0.0,188.0,28.6,5,7,2.0,8945.0,1.0,16790.0
0.0,32,2,0,0.0,198.0,18.7,2,0.0,198.0,27.3,3,4,85.0,651.0,13.0,2495.0
0.0,32,2,2,0.0,198.0,27.3,0,0.0,198.0,18.7,3,4,13.0,2495.0,85.0,651.0
0.0,32,2,0,1.0,193.0,35.5,0,1.0,203.0,28.6,3,4,121.0,487.0,156.0,376.0
0.0,32,2,0,1.0,203.0,28.6,0,1.0,193.0,35.5,3,4,156.0,376.0,121.0,487.0
0.0,32,2,0,0.0,185.0,34.0,4,0.0,196.0,26.7,3,4,93.0,609.0,21.0,1686.0
0.0,32,2,4,0.0,196.0,26.7,0,0.0,185.0,34.0,3,4,21.0,1686.0,93.0,609.0
0.0,32,2,0,0.0,183.0,26.6,0,0.0,185.0,32.1,3,4,78.0,701.0,136.0,454.0
0.0,32,2,0,0.0,185.0,32.1,0,0.0,183.0,26.6,3,4,136.0,454.0,78.0,701.0
0.0,32,2,0,1.0,183.0,28.0,0,0.0,193.0,25.7,3,4,107.0,524.0,108.0,522.0
0.0,32,2,0,0.0,193.0,25.7,0,1.0,183.0,28.0,3,4,108.0,522.0,107.0,524.0
0.0,32,2,0,0.0,196.0,31.1,3,0.0,183.0,31.0,3,4,133.0,458.0,15.0,2235.0
0.0,32,2,3,0.0,183.0,31.0,0,0.0,196.0,31.1,3,4,15.0,2235.0,133.0,458.0
0.0,32,2,8,0.0,183.0,30.6,0,0.0,191.0,23.0,3,4,53.0,814.0,97.0,603.0
0.0,32,2,0,0.0,191.0,23.0,8,0.0,183.0,30.6,3,4,97.0,603.0,53.0,814.0
0.0,32,2,1,0.0,183.0,29.6,0,0.0,190.0,27.4,3,4,10.0,2760.0,82.0,661.0
0.0,32,2,0,0.0,190.0,27.4,1,0.0,183.0,29.6,3,4,82.0,661.0,10.0,2760.0
0.0,32,2,0,0.0,198.0,18.7,0,1.0,193.0,35.5,3,5,85.0,651.0,121.0,487.0
0.0,32,2,0,1.0,193.0,35.5,0,0.0,198.0,18.7,3,5,121.0,487.0,85.0,651.0
0.0,32,2,0,0.0,185.0,34.0,0,0.0,183.0,26.6,3,5,93.0,609.0,78.0,701.0
0.0,32,2,0,0.0,183.0,26.6,0,0.0,185.0,34.0,3,5,78.0,701.0,93.0,609.0
0.0,32,2,0,0.0,196.0,31.1,0,1.0,183.0,28.0,3,5,133.0,458.0,107.0,524.0
0.0,32,2,0,1.0,183.0,28.0,0,0.0,196.0,31.1,3,5,107.0,524.0,133.0,458.0
0.0,32,2,1,0.0,183.0,29.6,8,0.0,183.0,30.6,3,5,10.0,2760.0,53.0,814.0
0.0,32,2,8,0.0,183.0,30.6,1,0.0,183.0,29.6,3,5,53.0,814.0,10.0,2760.0
0.0,32,2,0,0.0,185.0,34.0,0,0.0,198.0,18.7,3,6,93.0,609.0,85.0,651.0
0.0,32,2,0,0.0,198.0,18.7,0,0.0,185.0,34.0,3,6,85.0,651.0,93.0,609.0
0.0,32,2,1,0.0,183.0,29.6,0,0.0,196.0,31.1,3,6,10.0,2760.0,133.0,458.0
0.0,32,2,0,0.0,196.0,31.1,1,0.0,183.0,29.6,3,6,133.0,458.0,10.0,2760.0
1.0,32,2,0,0.0,193.0,27.6,0,0.0,178.0,23.4,3,3,154.0,386.0,137.0,440.0
1.0,32,2,0,0.0,178.0,23.4,0,0.0,193.0,27.6,3,3,137.0,440.0,154.0,386.0
1.0,32,2,0,0.0,193.0,31.8,0,1.0,188.0,30.7,3,3,81.0,662.0,118.0,500.0
1.0,32,2,0,1.0,188.0,30.7,0,0.0,193.0,31.8,3,3,118.0,500.0,81.0,662.0
1.0,32,2,7,1.0,188.0,28.0,0,0.0,183.0,25.5,3,3,55.0,808.0,74.0,713.0
1.0,32,2,0,0.0,183.0,25.5,7,1.0,188.0,28.0,3,3,74.0,713.0,55.0,808.0
1.0,32,2,0,0.0,178.0,23.8,0,0.0,190.0,26.9,3,3,158.0,366.0,151.0,392.0
1.0,32,2,0,0.0,190.0,26.9,0,0.0,178.0,23.8,3,3,151.0,392.0,158.0,366.0
1.0,32,2,0,0.0,183.0,26.3,0,0.0,191.0,29.8,3,3,141.0,421.0,83.0,661.0
1.0,32,2,0,0.0,191.0,29.8,0,0.0,183.0,26.3,3,3,83.0,661.0,141.0,421.0
1.0,32,2,5,0.0,173.0,35.4,0,1.0,183.0,25.7,3,3,58.0,797.0,68.0,730.0
1.0,32,2,0,1.0,183.0,25.7,5,0.0,173.0,35.4,3,3,68.0,730.0,58.0,797.0
1.0,32,2,8,0.0,188.0,24.5,0,0.0,178.0,31.9,3,3,67.0,734.0,115.0,505.0
1.0,32,2,0,0.0,178.0,31.9,8,0.0,188.0,24.5,3,3,115.0,505.0,67.0,734.0
1.0,32,2,0,0.0,180.0,26.1,0,0.0,183.0,27.8,3,3,76.0,705.0,228.0,236.0
1.0,32,2,0,0.0,183.0,27.8,0,0.0,180.0,26.1,3,3,228.0,236.0,76.0,705.0
1.0,32,2,0,0.0,175.0,35.1,0,0.0,183.0,23.2,3,3,114.0,507.0,217.0,242.0
1.0,32,2,0,0.0,183.0,23.2,0,0.0,175.0,35.1,3,3,217.0,242.0,114.0,507.0
1.0,32,2,6,0.0,183.0,34.1,0,1.0,178.0,27.0,3,3,59.0,786.0,364.0,126.0
1.0,32,2,0,1.0,178.0,27.0,6,0.0,183.0,34.1,3,3,364.0,126.0,59.0,786.0
1.0,32,2,0,1.0,185.0,32.2,0,0.0,193.0,33.0,3,3,126.0,481.0,222.0,239.0
1.0,32,2,0,0.0,193.0,33.0,0,1.0,185.0,32.2,3,3,222.0,239.0,126.0,481.0
1.0,32,2,0,0.0,183.0,22.8,0,1.0,188.0,25.6,3,3,129.0,474.0,95.0,608.0
1.0,32,2,0,1.0,188.0,25.6,0,0.0,183.0,22.8,3,3,95.0,608.0,129.0,474.0
0.0,32,2,1,0.0,183.0,29.6,0,0.0,185.0,34.0,3,7,10.0,2760.0,93.0,609.0
0.0,32,2,0,0.0,185.0,34.0,1,0.0,183.0,29.6,3,7,93.0,609.0,10.0,2760.0
1.0,32,2,2,1.0,188.0,34.3,0,0.0,193.0,27.6,3,4,22.0,1600.0,154.0,386.0
1.0,32,2,0,0.0,193.0,27.6,2,1.0,188.0,34.3,3,4,154.0,386.0,22.0,1600.0
1.0,32,2,7,1.0,188.0,28.0,0,0.0,193.0,31.8,3,4,55.0,808.0,81.0,662.0
1.0,32,2,0,0.0,193.0,31.8,7,1.0,188.0,28.0,3,4,81.0,662.0,55.0,808.0
1.0,32,2,0,0.0,178.0,23.8,4,1.0,188.0,32.2,3,4,158.0,366.0,47.0,855.0
1.0,32,2,4,1.0,188.0,32.2,0,0.0,178.0,23.8,3,4,47.0,855.0,158.0,366.0
1.0,32,2,5,0.0,173.0,35.4,0,0.0,183.0,26.3,3,4,58.0,797.0,141.0,421.0
1.0,32,2,0,0.0,183.0,26.3,5,0.0,173.0,35.4,3,4,141.0,421.0,58.0,797.0
1.0,32,2,8,0.0,188.0,24.5,0,0.0,180.0,26.1,3,4,67.0,734.0,76.0,705.0
1.0,32,2,0,0.0,180.0,26.1,8,0.0,188.0,24.5,3,4,76.0,705.0,67.0,734.0
1.0,32,2,3,1.0,188.0,28.0,0,0.0,175.0,35.1,3,4,35.0,1140.0,114.0,507.0
1.0,32,2,0,0.0,175.0,35.1,3,1.0,188.0,28.0,3,4,114.0,507.0,35.0,1140.0
1.0,32,2,6,0.0,183.0,34.1,0,1.0,185.0,32.2,3,4,59.0,786.0,126.0,481.0
1.0,32,2,0,1.0,185.0,32.2,6,0.0,183.0,34.1,3,4,126.0,481.0,59.0,786.0
1.0,32,2,1,0.0,196.0,23.2,0,0.0,183.0,22.8,3,4,20.0,1720.0,129.0,474.0
1.0,32,2,0,0.0,183.0,22.8,1,0.0,196.0,23.2,3,4,129.0,474.0,20.0,1720.0
1.0,32,2,7,1.0,188.0,28.0,2,1.0,188.0,34.3,3,5,55.0,808.0,22.0,1600.0
1.0,32,2,2,1.0,188.0,34.3,7,1.0,188.0,28.0,3,5,22.0,1600.0,55.0,808.0
1.0,32,2,5,0.0,173.0,35.4,0,0.0,178.0,23.8,3,5,58.0,797.0,158.0,366.0
1.0,32,2,0,0.0,178.0,23.8,5,0.0,173.0,35.4,3,5,158.0,366.0,58.0,797.0
1.0,32,2,3,1.0,188.0,28.0,8,0.0,188.0,24.5,3,5,35.0,1140.0,67.0,734.0
1.0,32,2,8,0.0,188.0,24.5,3,1.0,188.0,28.0,3,5,67.0,734.0,35.0,1140.0
1.0,32,2,6,0.0,183.0,34.1,1,0.0,196.0,23.2,3,5,59.0,786.0,20.0,1720.0
1.0,32,2,1,0.0,196.0,23.2,6,0.0,183.0,34.1,3,5,20.0,1720.0,59.0,786.0
1.0,32,2,5,0.0,173.0,35.4,7,1.0,188.0,28.0,3,6,58.0,797.0,55.0,808.0
1.0,32,2,7,1.0,188.0,28.0,5,0.0,173.0,35.4,3,6,55.0,808.0,58.0,797.0
1.0,32,2,3,1.0,188.0,28.0,6,0.0,183.0,34.1,3,6,35.0,1140.0,59.0,786.0
1.0,32,2,6,0.0,183.0,34.1,3,1.0,188.0,28.0,3,6,59.0,786.0,35.0,1140.0
0.0,32,2,0,0.0,196.0,28.5,0,0.0,173.0,26.6,3,3,134.0,455.0,145.0,411.0
0.0,32,2,0,0.0,173.0,26.6,0,0.0,196.0,28.5,3,3,145.0,411.0,134.0,455.0
0.0,32,2,0,0.0,175.0,23.7,0,1.0,198.0,22.5,3,3,79.0,698.0,51.0,840.0
0.0,32,2,0,1.0,198.0,22.5,0,0.0,175.0,23.7,3,3,51.0,840.0,79.0,698.0
0.0,32,2,5,0.0,178.0,32.2,0,0.0,193.0,30.0,3,3,34.0,1150.0,66.0,745.0
0.0,32,2,0,0.0,193.0,30.0,5,0.0,178.0,32.2,3,3,66.0,745.0,34.0,1150.0
0.0,32,2,0,0.0,193.0,27.3,0,0.0,188.0,28.1,3,3,94.0,609.0,104.0,545.0
0.0,32,2,0,0.0,188.0,28.1,0,0.0,193.0,27.3,3,3,104.0,545.0,94.0,609.0
0.0,32,2,0,0.0,193.0,30.5,0,0.0,191.0,28.8,3,3,46.0,872.0,65.0,762.0
0.0,32,2,0,0.0,191.0,28.8,0,0.0,193.0,30.5,3,3,65.0,762.0,46.0,872.0
0.0,32,2,7,1.0,191.0,26.5,0,1.0,183.0,25.5,3,3,44.0,920.0,438.0,95.0
0.0,32,2,0,1.0,183.0,25.5,7,1.0,191.0,26.5,3,3,438.0,95.0,44.0,920.0
0.0,32,2,6,1.0,193.0,32.7,0,0.0,185.0,32.0,3,3,42.0,970.0,122.0,486.0
0.0,32,2,0,0.0,185.0,32.0,6,1.0,193.0,32.7,3,3,122.0,486.0,42.0,970.0
0.0,32,2,0,0.0,175.0,25.6,0,0.0,183.0,22.5,3,3,96.0,606.0,287.0,177.0
0.0,32,2,0,0.0,183.0,22.5,0,0.0,175.0,25.6,3,3,287.0,177.0,96.0,606.0
0.0,32,2,0,0.0,188.0,24.5,0,0.0,185.0,23.5,3,3,119.0,496.0,100.0,585.0
0.0,32,2,0,0.0,185.0,23.5,0,0.0,188.0,24.5,3,3,100.0,585.0,119.0,496.0
0.0,32,2,8,1.0,180.0,27.5,0,0.0,185.0,25.7,3,3,49.0,845.0,84.0,657.0
0.0,32,2,0,0.0,185.0,25.7,8,1.0,180.0,27.5,3,3,84.0,657.0,49.0,845.0
0.0,32,2,0,0.0,191.0,25.2,0,0.0,188.0,19.7,3,3,214.0,244.0,56.0,802.0
0.0,32,2,0,0.0,188.0,19.7,0,0.0,191.0,25.2,3,3,56.0,802.0,214.0,244.0
0.0,32,2,0,0.0,185.0,23.9,0,0.0,191.0,28.6,3,3,101.0,574.0,113.0,516.0
0.0,32,2,0,0.0,191.0,28.6,0,0.0,185.0,23.9,3,3,113.0,516.0,101.0,574.0
1.0,32,2,5,0.0,173.0,35.4,3,1.0,188.0,28.0,3,7,58.0,797.0,35.0,1140.0
1.0,32,2,3,1.0,188.0,28.0,5,0.0,173.0,35.4,3,7,35.0,1140.0,58.0,797.0
0.0,32,2,2,0.0,193.0,29.9,0,0.0,196.0,28.5,3,4,25.0,1475.0,134.0,455.0
0.0,32,2,0,0.0,196.0,28.5,2,0.0,193.0,29.9,3,4,134.0,455.0,25.0,1475.0
0.0,32,2,5,0.0,178.0,32.2,0,0.0,175.0,23.7,3,4,34.0,1150.0,79.0,698.0
0.0,32,2,0,0.0,175.0,23.7,5,0.0,178.0,32.2,3,4,79.0,698.0,34.0,1150.0
0.0,32,2,4,0.0,190.0,31.9,0,0.0,193.0,27.3,3,4,31.0,1200.0,94.0,609.0
0.0,32,2,0,0.0,193.0,27.3,4,0.0,190.0,31.9,3,4,94.0,609.0,31.0,1200.0
0.0,32,2,7,1.0,191.0,26.5,0,0.0,193.0,30.5,3,4,44.0,920.0,46.0,872.0
0.0,32,2,0,0.0,193.0,30.5,7,1.0,191.0,26.5,3,4,46.0,872.0,44.0,920.0
0.0,32,2,6,1.0,193.0,32.7,0,0.0,175.0,25.6,3,4,42.0,970.0,96.0,606.0
0.0,32,2,0,0.0,175.0,25.6,6,1.0,193.0,32.7,3,4,96.0,606.0,42.0,970.0
0.0,32,2,3,0.0,188.0,32.6,0,0.0,188.0,24.5,3,4,27.0,1340.0,119.0,496.0
0.0,32,2,0,0.0,188.0,24.5,3,0.0,188.0,32.6,3,4,119.0,496.0,27.0,1340.0
0.0,32,2,8,1.0,180.0,27.5,0,0.0,191.0,25.2,3,4,49.0,845.0,214.0,244.0
0.0,32,2,0,0.0,191.0,25.2,8,1.0,180.0,27.5,3,4,214.0,244.0,49.0,845.0
0.0,32,2,1,0.0,183.0,27.8,0,0.0,185.0,23.9,3,4,18.0,1775.0,101.0,574.0
0.0,32,2,0,0.0,185.0,23.9,1,0.0,183.0,27.8,3,4,101.0,574.0,18.0,1775.0
0.0,32,2,2,0.0,193.0,29.9,5,0.0,178.0,32.2,3,5,25.0,1475.0,34.0,1150.0
0.0,32,2,5,0.0,178.0,32.2,2,0.0,193.0,29.9,3,5,34.0,1150.0,25.0,1475.0
0.0,32,2,7,1.0,191.0,26.5,4,0.0,190.0,31.9,3,5,44.0,920.0,31.0,1200.0
0.0,32,2,4,0.0,190.0,31.9,7,1.0,191.0,26.5,3,5,31.0,1200.0,44.0,920.0
0.0,32,2,6,1.0,193.0,32.7,3,0.0,188.0,32.6,3,5,42.0,970.0,27.0,1340.0
0.0,32,2,3,0.0,188.0,32.6,6,1.0,193.0,32.7,3,5,27.0,1340.0,42.0,970.0
0.0,32,2,1,0.0,183.0,27.8,8,1.0,180.0,27.5,3,5,18.0,1775.0,49.0,845.0
0.0,32,2,8,1.0,180.0,27.5,1,0.0,183.0,27.8,3,5,49.0,845.0,18.0,1775.0
0.0,32,2,2,0.0,193.0,29.9,7,1.0,191.0,26.5,3,6,25.0,1475.0,44.0,920.0
0.0,32,2,7,1.0,191.0,26.5,2,0.0,193.0,29.9,3,6,44.0,920.0,25.0,1475.0
0.0,32,2,1,0.0,183.0,27.8,6,1.0,193.0,32.7,3,6,18.0,1775.0,42.0,970.0
0.0,32,2,6,1.0,193.0,32.7,1,0.0,183.0,27.8,3,6,42.0,970.0,18.0,1775.0
1.0,32,2,0,0.0,178.0,23.9,0,1.0,183.0,25.9,3,3,151.0,391.0,97.0,589.0
1.0,32,2,0,1.0,183.0,25.9,0,0.0,178.0,23.9,3,3,97.0,589.0,151.0,391.0
1.0,32,2,0,0.0,188.0,28.1,0,0.0,180.0,26.1,3,3,73.0,723.0,75.0,717.0
1.0,32,2,0,0.0,180.0,26.1,0,0.0,188.0,28.1,3,3,75.0,717.0,73.0,723.0
1.0,32,2,8,0.0,180.0,30.1,0,1.0,188.0,28.0,3,3,35.0,1100.0,46.0,878.0
1.0,32,2,0,1.0,188.0,28.0,8,0.0,180.0,30.1,3,3,46.0,878.0,35.0,1100.0
1.0,32,2,0,0.0,188.0,28.7,0,1.0,183.0,25.7,3,3,37.0,1070.0,71.0,730.0
1.0,32,2,0,1.0,183.0,25.7,0,0.0,188.0,28.7,3,3,71.0,730.0,37.0,1070.0
1.0,32,2,0,0.0,183.0,30.4,0,0.0,175.0,35.2,3,3,72.0,729.0,125.0,482.0
1.0,32,2,0,0.0,175.0,35.2,0,0.0,183.0,30.4,3,3,125.0,482.0,72.0,729.0
1.0,32,2,0,1.0,193.0,25.3,6,0.0,178.0,28.7,3,3,45.0,895.0,24.0,1515.0
1.0,32,2,6,0.0,178.0,28.7,0,1.0,193.0,25.3,3,3,24.0,1515.0,45.0,895.0
1.0,32,2,5,0.0,185.0,22.4,0,0.0,188.0,24.5,3,3,19.0,1725.0,64.0,759.0
1.0,32,2,0,0.0,188.0,24.5,5,0.0,185.0,22.4,3,3,64.0,759.0,19.0,1725.0
1.0,32,2,0,0.0,180.0,25.2,0,1.0,178.0,34.0,3,3,142.0,418.0,74.0,720.0
1.0,32,2,0,1.0,178.0,34.0,0,0.0,180.0,25.2,3,3,74.0,720.0,142.0,418.0
1.0,32,2,0,0.0,183.0,25.6,0,0.0,178.0,23.5,3,3,79.0,688.0,138.0,440.0
1.0,32,2,0,0.0,178.0,23.5,0,0.0,183.0,25.6,3,3,138.0,440.0,79.0,688.0
1.0,32,2,0,0.0,170.0,23.4,7,0.0,180.0,27.2,3,3,89.0,621.0,31.0,1195.0
1.0,32,2,7,0.0,180.0,27.2,0,0.0,170.0,23.4,3,3,31.0,1195.0,89.0,621.0
1.0,32,2,0,0.0,183.0,34.1,0,0.0,180.0,30.0,3,3,52.0,831.0,60.0,770.0
1.0,32,2,0,0.0,180.0,30.0,0,0.0,183.0,34.1,3,3,60.0,770.0,52.0,831.0
1.0,32,2,0,0.0,185.0,31.8,0,0.0,185.0,23.3,3,3,55.0,800.0,92.0,613.0
1.0,32,2,0,0.0,185.0,23.3,0,0.0,185.0,31.8,3,3,92.0,613.0,55.0,800.0
0.0,32,2,1,0.0,183.0,27.8,2,0.0,193.0,29.9,3,7,18.0,1775.0,25.0,1475.0
0.0,32,2,2,0.0,193.0,29.9,1,0.0,183.0,27.8,3,7,25.0,1475.0,18.0,1775.0
1.0,32,2,2,0.0,175.0,33.8,0,0.0,178.0,23.9,3,4,6.0,4325.0,151.0,391.0
1.0,32,2,0,0.0,178.0,23.9,2,0.0,175.0,33.8,3,4,151.0,391.0,6.0,4325.0
1.0,32,2,8,0.0,180.0,30.1,0,0.0,188.0,28.1,3,4,35.0,1100.0,73.0,723.0
1.0,32,2,0,0.0,188.0,28.1,8,0.0,180.0,30.1,3,4,73.0,723.0,35.0,1100.0
1.0,32,2,3,0.0,188.0,30.8,0,0.0,188.0,28.7,3,4,9.0,2905.0,37.0,1070.0
1.0,32,2,0,0.0,188.0,28.7,3,0.0,188.0,30.8,3,4,37.0,1070.0,9.0,2905.0
1.0,32,2,0,0.0,183.0,30.4,0,1.0,193.0,25.3,3,4,72.0,729.0,45.0,895.0
1.0,32,2,0,1.0,193.0,25.3,0,0.0,183.0,30.4,3,4,45.0,895.0,72.0,729.0
1.0,32,2,5,0.0,185.0,22.4,0,0.0,180.0,25.2,3,4,19.0,1725.0,142.0,418.0
1.0,32,2,0,0.0,180.0,25.2,5,0.0,185.0,22.4,3,4,142.0,418.0,19.0,1725.0
1.0,32,2,0,0.0,183.0,25.6,4,0.0,208.0,30.7,3,4,79.0,688.0,12.0,2585.0
1.0,32,2,4,0.0,208.0,30.7,0,0.0,183.0,25.6,3,4,12.0,2585.0,79.0,688.0
1.0,32,2,0,0.0,183.0,34.1,0,0.0,170.0,23.4,3,4,52.0,831.0,89.0,621.0
1.0,32,2,0,0.0,170.0,23.4,0,0.0,183.0,34.1,3,4,89.0,621.0,52.0,831.0
