best_of,match_importance,rank_diff,points_diff,age_diff,win_loss,ace_diff,df_diff,bp_diff,h2h_diff,player_elo_before,opponent_elo_before,surface_elo_diff
3,48,18.0,8.0084,4.6,0,-8.0,8.0,4.0,0,1502.66667,1502.6462,0.02047
3,24,54.0,5.5984,3.9,1,-0.33,1.0,-5.67,0,1504.59117,1502.63743,1.95374
3,24,-54.0,-5.5984,-3.9,0,0.33,-1.0,5.67,0,1502.63743,1504.59117,-1.95374
3,48,178.0,8.0047,6.1,1,-2.33,-0.5,-0.08,1,1505.36062,1504.63722,0.7234
3,48,-178.0,-8.0047,-6.1,0,2.33,0.5,0.08,-1,1504.63722,1505.36062,-0.7234
3,24,12.0,5.7398,-6.5,1,-1.5,-18.0,3.5,0,1502.66667,1505.34125,-2.67458
3,24,-12.0,-5.7398,6.5,0,1.5,18.0,-3.5,0,1505.34125,1502.66667,2.67458
3,48,-34.0,-6.4118,7.4,1,-3.0,0.33,0.17,0,1503.84461,1504.59117,-0.74656
3,48,34.0,6.4118,-7.4,0,3.0,-0.33,-0.17,0,1504.59117,1503.84461,0.74656
3,24,30.0,6.0014,-3.4,1,0.33,2.5,-1.67,0,1504.59117,1503.79783,0.79334
3,24,-30.0,-6.0014,3.4,0,-0.33,-2.5,1.67,0,1503.79783,1504.59117,-0.79334
3,48,-5.0,-4.5643,-2.0,1,-1.9,6.7,-3.1,0,1512.36257,1503.84461,8.51796
3,48,5.0,4.5643,2.0,0,1.9,-6.7,3.1,0,1503.84461,1512.36257,-8.51796
3,24,10.0,5.2627,10.9,1,2.0,3.0,-8.5,0,1503.84461,1503.80952,0.03509
3,24,-10.0,-5.2627,-10.9,0,-2.0,-3.0,8.5,0,1503.80952,1503.84461,-0.03509
3,48,-57.0,-7.6875,2.1,1,0.5,-0.5,0.33,0,1504.57861,1503.80952,0.76909
3,48,57.0,7.6875,-2.1,0,-0.5,0.5,-0.33,0,1503.80952,1504.57861,-0.76909
3,24,-15.0,-5.8889,0.8,1,2.0,-1.67,5.0,0,1502.6462,1504.59117,-1.94497
