tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,player_id,player_seed,player_entry,player_name,player_hand,player_ht,player_ioc,player_age,player_rank,player_rank_points,opponent_id,opponent_seed,opponent_entry,opponent_name,opponent_hand,opponent_ht,opponent_ioc,opponent_age,opponent_rank,opponent_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2025-717,Houston,Clay,28,A,20250331,8,210506,5,,Alex Michelsen,R,193,USA,20.597,34,1445,210530,,,Learner Tien,L,180,USA,19.326,69,865,6-4 6-2,3,R32,70,7,3,45,30,26,8,9,0,1,1,2,57,37,25,6,9,4,8
2025-717,Houston,Clay,28,A,20250331,9,206499,,,Aleksandar Kovacevic,R,183,USA,26.587,79,780,144869,7,,Tomas Martin Etcheverry,R,196,ARG,25.703,44,1260,6-3 6-4,3,R32,98,3,4,65,31,26,20,10,4,4,7,0,52,28,24,11,9,5,7
2025-717,Houston,Clay,28,A,20250331,10,202385,,Q,Jenson Brooksby,R,193,USA,24.427,507,77,106121,,,Taro Daniel,R,191,JPN,32.172,124,478,6-4 6-4,3,R32,88,4,1,53,30,23,18,10,0,0,1,1,66,36,24,16,10,3,5
2025-717,Houston,Clay,28,A,20250331,11,DF92,,Q,Corentin Denolly,L,188,FRA,27.817,328,159,200587,,,Brandon Holt,R,185,USA,26.984,115,533,7-6(7) 7-6(8),3,R32,139,1,6,109,74,56,13,12,5,7,5,0,89,61,43,17,12,2,4
2025-717,Houston,Clay,28,A,20250331,12,106426,,WC,Cristian Garin,R,185,CHI,28.835,133,439,106310,,,Alexander Ritschard,R,193,SUI,31.02,125,466,6-3 6-4,3,R32,100,5,1,51,30,26,14,10,0,0,1,4,75,41,24,21,9,5,7
2025-717,Houston,Clay,28,A,20250331,13,126207,2,,Frances Tiafoe,R,188,USA,27.192,17,2525,200443,,,Adam Walton,R,183,AUS,25.955,85,746,7-5 6-3,3,R16,90,4,2,53,26,22,17,10,1,2,5,3,73,42,24,16,11,4,8
2025-717,Houston,Clay,28,A,20250331,14,206909,4,,Brandon Nakashima,R,188,USA,23.658,33,1570,111456,,,Mackenzie McDonald,R,178,USA,29.958,100,592,6-1 7-5,3,R16,78,7,1,49,32,26,14,10,0,0,5,1,61,41,26,9,9,2,5
2025-717,Houston,Clay,28,A,20250331,15,210506,5,,Alex Michelsen,R,193,USA,20.597,34,1445,105173,,LL,Adrian Mannarino,L,180,FRA,36.753,144,409,6-7(0) 6-4 6-2,3,R16,148,3,3,95,62,38,19,15,5,9,1,3,99,69,39,14,15,9,16
2025-717,Houston,Clay,28,A,20250331,16,111153,,,Christopher Eubanks,R,201,USA,28.903,117,515,105453,8,,Kei Nishikori,R,178,JPN,35.253,66,873,6-1 RET,3,R16,24,2,1,22,15,11,5,4,0,0,1,0,20,17,9,0,3,2,4
2025-717,Houston,Clay,28,A,20250331,17,126205,1,,Tommy Paul,R,185,USA,27.871,13,3070,106426,,WC,Cristian Garin,R,185,CHI,28.835,133,439,2-6 6-2 7-6(5),3,R16,162,7,3,96,54,39,18,14,8,12,2,3,113,74,50,16,14,10,14
2025-717,Houston,Clay,28,A,20250331,18,202385,,Q,Jenson Brooksby,R,193,USA,24.427,507,77,126214,3,,Alejandro Tabilo,L,188,CHI,27.828,32,1575,3-6 6-4 7-6(6),3,R16,169,4,3,99,57,45,19,15,4,7,5,1,115,58,43,28,16,7,10
2025-717,Houston,Clay,28,A,20250331,19,206499,,,Aleksandar Kovacevic,R,183,USA,26.587,79,780,DF92,,Q,Corentin Denolly,L,188,FRA,27.817,328,159,6-3 6-3,3,R16,79,8,4,54,31,28,11,9,2,2,2,8,70,38,26,12,9,6,9
2025-717,Houston,Clay,28,A,20250331,20,S0ZE,,Q,Colton Smith,R,183,USA,22.073,200,284,210319,,WC,Ethan Quinn,R,191,USA,21.051,130,456,6-3 6-4,3,R16,74,3,4,54,31,27,16,10,1,1,2,3,48,30,23,8,9,2,4
2025-717,Houston,Clay,28,A,20250331,21,126205,1,,Tommy Paul,R,185,USA,27.871,13,3070,S0ZE,,Q,Colton Smith,R,183,USA,22.073,200,284,6-1 7-6(1),3,QF,89,3,2,51,24,22,19,9,3,3,2,2,71,44,27,13,10,4,7
2025-717,Houston,Clay,28,A,20250331,22,126207,2,,Frances Tiafoe,R,188,USA,27.192,17,2525,210506,5,,Alex Michelsen,R,193,USA,20.597,34,1445,7-5 6-1,3,QF,92,4,2,58,33,26,14,10,2,3,4,5,76,44,28,12,9,12,16
2025-717,Houston,Clay,28,A,20250331,23,206909,4,,Brandon Nakashima,R,188,USA,23.658,33,1570,111153,,,Christopher Eubanks,R,201,USA,28.903,117,515,6-4 6-4,3,QF,82,7,2,53,30,23,17,10,0,0,3,3,65,49,35,8,10,3,5
2025-717,Houston,Clay,28,A,20250331,24,202385,,Q,Jenson Brooksby,R,193,USA,24.427,507,77,206499,,,Aleksandar Kovacevic,R,183,USA,26.587,79,780,2-6 6-3 6-4,3,QF,140,0,3,86,55,34,16,13,7,11,4,4,90,53,33,18,14,6,11
2025-717,Houston,Clay,28,A,20250331,25,202385,,Q,Jenson Brooksby,R,193,USA,24.427,507,77,126205,1,,Tommy Paul,R,185,USA,27.871,13,3070,7-6(5) 3-6 7-6(6),3,SF,162,0,2,109,74,46,18,16,6,11,6,5,111,62,42,27,17,5,9
2025-717,Houston,Clay,28,A,20250331,26,126207,2,,Frances Tiafoe,R,188,USA,27.192,17,2525,206909,4,,Brandon Nakashima,R,188,USA,23.658,33,1570,6-4 7-6(3),3,SF,101,4,1,60,36,25,13,11,1,5,6,1,81,53,33,9,11,5,10
2025-717,Houston,Clay,28,A,20250331,27,202385,,Q,Jenson Brooksby,R,193,USA,24.427,507,77,126207,2,,Frances Tiafoe,R,188,USA,27.192,17,2525,6-4 6-2,3,F,87,5,1,58,41,26,12,9,4,6,0,2,55,28,17,9,9,1,6
2025-360,Marrakech,Clay,28,A,20250331,1,209260,7,,Luciano Darderi,R,183,ITA,23.124,57,989,B0EJ,,,Tristan Boyer,R,188,USA,23.943,121,491,6-4 6-4,3,R32,99,2,4,73,41,30,19,10,4,4,3,1,62,38,23,16,10,7,9
2025-360,Marrakech,Clay,28,A,20250331,2,200240,,,Vit Kopriva,R,178,CZE,27.792,106,576,127339,,PR,Borna Gojo,R,196,CRO,27.088,414,116,2-6 6-2 6-4,3,R32,118,3,3,84,53,34,16,13,5,9,5,4,73,45,29,13,13,0,5
2025-360,Marrakech,Clay,28,A,20250331,3,111794,,Q,Kamil Majchrzak,R,183,POL,29.213,122,482,144719,6,,Jaume Munar,R,183,ESP,27.904,55,1029,6-4 6-3,3,R32,89,4,1,55,35,27,13,10,2,3,5,5,54,23,20,10,9,4,7
2025-360,Marrakech,Clay,28,A,20250331,4,208233,8,,Mattia Bellucci,L,175,ITA,23.83,71,842,200303,,,Pavel Kotov,R,191,RUS,26.366,107,573,6-4 6-4,3,R32,103,9,3,56,32,26,15,10,1,2,3,2,64,46,31,7,10,4,7
2025-360,Marrakech,Clay,28,A,20250331,5,105807,,,Pablo Carreno Busta,R,188,ESP,33.719,110,568,207794,,WC,Younes Lalami Laaroussi,R,188,MAR,23.951,1193,8,6-1 6-3,3,R32,77,2,1,44,26,22,13,8,1,1,1,5,58,35,23,6,8,5,9
2025-360,Marrakech,Clay,28,A,20250331,6,207411,,,Jesper de Jong,R,180,NED,24.832,98,609,200611,,WC,Elliot Benchetrit,R,193,MAR,26.494,608,54,7-5 6-1,3,R32,92,3,1,45,25,23,17,10,0,0,3,2,74,42,28,12,9,7,10
2025-360,Marrakech,Clay,28,A,20250331,7,200384,,,Hugo Gaston,L,173,FRA,24.509,84,751,207678,,Q,Juan Manuel Cerundolo,L,183,ARG,23.373,128,461,5-7 6-3 6-4,3,R32,138,5,4,95,49,34,21,16,3,8,6,4,108,60,34,24,15,11,17
2025-360,Marrakech,Clay,28,A,20250331,8,105732,,Q,Pierre-Hugues Herbert,R,188,FRA,34.037,169,335,105948,,Q,Federico Coria,R,180,ARG,33.06,126,464,4-6 6-3 6-2,3,R32,129,7,12,87,51,39,13,14,4,8,1,7,84,57,36,7,13,4,10
2025-360,Marrakech,Clay,28,A,20250331,9,202261,,,Otto Virtanen,R,193,FIN,23.775,135,430,127157,,,Daniel Altmaier,R,188,GER,26.549,83,763,6-2 4-6 7-6(3),3,R32,149,5,6,94,56,40,23,15,1,3,4,5,112,67,45,22,15,8,11
2025-360,Marrakech,Clay,28,A,20250331,10,106148,5,,Roberto Carballes Baena,R,183,ESP,32.022,51,1051,B0D6,,WC,Taha Baadi,R,183,MAR,23.699,703,40,7-6(3) 6-3,3,R32,121,1,7,79,48,35,14,11,3,5,1,0,82,54,33,14,10,9,12
2025-360,Marrakech,Clay,28,A,20250331,11,209920,,,Raphael Collignon,R,191,BEL,23.211,92,644,104926,,,Fabio Fognini,R,178,ITA,37.854,99,607,6-3 6-3,3,R32,82,2,4,55,40,30,7,9,3,4,1,4,55,24,14,16,9,4,8
2025-360,Marrakech,Clay,28,A,20250331,12,106198,,,Hugo Dellien,R,180,BOL,31.789,102,582,126846,,,Aleksandar Vukic,R,188,AUS,28.983,76,808,7-5 4-6 7-5,3,R32,152,5,0,110,85,57,17,17,3,5,11,0,116,72,53,19,17,11,14
2025-360,Marrakech,Clay,28,A,20250331,13,134868,1,,Tallon Griekspoor,R,188,NED,28.745,37,1370,105807,,,Pablo Carreno Busta,R,188,ESP,33.719,110,568,7-6(1) 3-6 6-3,3,R16,143,13,5,108,71,55,17,15,4,6,8,4,94,57,43,19,15,8,10
2025-360,Marrakech,Clay,28,A,20250331,14,200240,,,Vit Kopriva,R,178,CZE,27.792,106,576,132283,2,,Lorenzo Sonego,R,191,ITA,29.889,38,1361,6-2 5-7 6-4,3,R16,162,2,5,104,67,42,18,15,6,10,3,2,88,55,34,14,15,9,15
2025-360,Marrakech,Clay,28,A,20250331,15,209260,7,,Luciano Darderi,R,183,ITA,23.124,57,989,200384,,,Hugo Gaston,L,173,FRA,24.509,84,751,2-6 6-2 6-3,3,R16,111,1,1,72,43,30,14,13,0,3,3,2,93,43,31,23,12,10,14
2025-360,Marrakech,Clay,28,A,20250331,16,208233,8,,Mattia Bellucci,L,175,ITA,23.83,71,842,105732,,Q,Pierre-Hugues Herbert,R,188,FRA,34.037,169,335,6-2 7-5,3,R16,84,4,0,50,28,21,16,10,0,1,2,4,63,39,26,9,10,4,8
2025-360,Marrakech,Clay,28,A,20250331,17,124186,3,,Alexandre Muller,R,183,FRA,28.159,41,1304,106198,,,Hugo Dellien,R,180,BOL,31.789,102,582,6-7(5) 6-1 6-4,3,R16,145,9,1,94,63,43,22,15,1,3,2,4,105,75,46,14,14,8,13
2025-360,Marrakech,Clay,28,A,20250331,18,132686,4,,Nuno Borges,R,185,POR,28.11,43,1265,209920,,,Raphael Collignon,R,191,BEL,23.211,92,644,6-2 3-6 7-6(0),3,R16,119,12,0,89,64,52,10,14,4,5,12,3,108,68,45,21,15,5,7
2025-360,Marrakech,Clay,28,A,20250331,19,106148,5,,Roberto Carballes Baena,R,183,ESP,32.022,51,1051,202261,,,Otto Virtanen,R,193,FIN,23.775,135,430,6-4 6-4,3,R16,80,1,0,58,45,30,8,10,2,4,5,2,57,33,23,9,10,2,6
2025-360,Marrakech,Clay,28,A,20250331,20,111794,,Q,Kamil Majchrzak,R,183,POL,29.213,122,482,207411,,,Jesper de Jong,R,180,NED,24.832,98,609,7-6(3) 6-1,3,R16,88,3,1,53,33,26,15,10,0,1,2,4,57,28,18,14,9,5,8
2025-360,Marrakech,Clay,28,A,20250331,21,134868,1,,Tallon Griekspoor,R,188,NED,28.745,37,1370,208233,8,,Mattia Bellucci,L,175,ITA,23.83,71,842,6-3 6-4,3,QF,84,5,1,62,35,27,18,10,4,4,6,8,59,34,26,9,9,1,3
2025-360,Marrakech,Clay,28,A,20250331,22,111794,,Q,Kamil Majchrzak,R,183,POL,29.213,122,482,124186,3,,Alexandre Muller,R,183,FRA,28.159,41,1304,7-5 6-4,3,QF,96,4,0,68,48,35,10,11,8,10,6,4,84,58,36,9,11,4,8
2025-360,Marrakech,Clay,28,A,20250331,23,106148,5,,Roberto Carballes Baena,R,183,ESP,32.022,51,1051,132686,4,,Nuno Borges,R,185,POR,28.11,43,1265,6-4 6-4,3,QF,106,1,3,90,60,38,13,10,15,17,3,6,56,26,20,11,10,1,5
2025-360,Marrakech,Clay,28,A,20250331,24,209260,7,,Luciano Darderi,R,183,ITA,23.124,57,989,200240,,,Vit Kopriva,R,178,CZE,27.792,106,576,7-5 6-2,3,QF,116,5,2,76,43,29,19,10,5,6,3,2,80,49,29,14,10,10,14
2025-360,Marrakech,Clay,28,A,20250331,25,134868,1,,Tallon Griekspoor,R,188,NED,28.745,37,1370,111794,,Q,Kamil Majchrzak,R,183,POL,29.213,122,482,7-5 7-6(3),3,SF,107,10,1,75,45,38,16,12,4,5,5,1,71,42,33,14,12,1,3
2025-360,Marrakech,Clay,28,A,20250331,26,209260,7,,Luciano Darderi,R,183,ITA,23.124,57,989,106148,5,,Roberto Carballes Baena,R,183,ESP,32.022,51,1051,6-3 6-2,3,SF,92,5,1,58,29,23,16,9,2,3,0,2,55,38,20,5,8,5,9
2025-360,Marrakech,Clay,28,A,20250331,27,209260,7,,Luciano Darderi,R,183,ITA,23.124,57,989,134868,1,,Tallon Griekspoor,R,188,NED,28.745,37,1370,7-6(3) 7-6(4),3,F,123,3,3,83,51,37,21,12,3,4,10,6,81,51,39,18,12,0,1
2025-4462,Bucharest,Clay,28,A,20250331,1,105138,5,,Roberto Bautista Agut,R,183,ESP,36.961,52,1049,207352,,,Yunchaokete Bu,R,185,CHN,23.195,67,873,3-6 6-2 7-5,3,R32,172,2,5,113,62,34,28,15,12,17,5,1,94,55,32,19,14,4,10
2025-4462,Bucharest,Clay,28,A,20250331,2,200116,8,,Camilo Ugo Carabelli,R,185,ARG,25.788,63,918,105430,,,Radu Albot,R,175,MDA,35.384,223,248,6-4 6-3,3,R32,92,0,0,50,38,26,8,9,2,3,0,1,65,39,20,14,10,1,5
2025-4462,Bucharest,Clay,28,A,20250331,3,207681,,,Francisco Comesana,R,178,ARG,24.482,64,890,105373,,Q,Martin Klizan,L,191,SVK,35.721,316,165,4-6 7-5 7-5,3,R32,152,7,5,89,60,48,15,17,2,5,0,4,107,69,50,16,17,5,9
2025-4462,Bucharest,Clay,28,A,20250331,4,209113,,,Gabriel Diallo,R,203,CAN,23.515,81,770,202358,,,Chun-Hsin Tseng,R,175,TPE,23.644,101,587,7-6(5) 7-6(2),3,R32,126,5,3,82,47,35,22,12,4,6,0,1,81,55,36,13,12,0,2
2025-4462,Bucharest,Clay,28,A,20250331,5,106000,,,Damir Dzumhur,R,175,BIH,32.862,65,874,200473,,Q,Valentin Vacherot,R,193,MON,26.371,259,208,6-2 6-1,3,R32,73,1,1,54,35,24,10,8,5,6,1,4,53,31,17,8,7,3,8
2025-4462,Bucharest,Clay,28,A,20250331,6,105916,,,Marton Fucsovics,R,188,HUN,33.142,90,655,208134,,,Luca Nardi,R,185,ITA,21.651,93,637,6-3 6-1,3,R32,67,1,1,46,28,22,11,8,2,2,0,1,48,33,18,5,8,2,6
2025-4462,Bucharest,Clay,28,A,20250331,7,209209,,Q,Filip Misolic,R,180,AUT,23.644,232,235,207686,,,Alexander Shevchenko,R,188,KAZ,24.334,105,578,6-3 6-4,3,R32,76,1,3,60,43,31,9,10,4,6,1,1,54,34,22,8,9,0,4
2025-4462,Bucharest,Clay,28,A,20250331,8,106331,,,Christopher O'Connell,R,183,AUS,30.825,87,735,105583,,,Dusan Lajovic,R,183,SRB,34.752,109,570,6-4 6-3,3,R32,101,4,0,65,38,22,18,10,6,8,0,0,71,43,25,11,9,7,11
2025-4462,Bucharest,Clay,28,A,20250331,9,104527,,WC,Stan Wawrinka,R,183,SUI,40.008,161,355,207608,,Q,Timofey Skatov,R,173,KAZ,24.189,174,324,6-4 6-7(5) 7-6(1),3,R32,198,7,1,130,83,56,21,17,11,15,1,4,120,80,51,20,17,11,16
2025-4462,Bucharest,Clay,28,A,20250331,10,208363,7,,Mariano Navone,R,178,ARG,24.088,61,925,111513,,,Laslo Djere,R,188,SRB,29.829,78,791,6-1 4-6 6-2,3,R32,118,1,1,72,55,40,11,13,0,1,0,3,78,47,30,14,12,2,6
2025-4462,Bucharest,Clay,28,A,20250331,11,104755,,WC,Richard Gasquet,R,183,FRA,38.784,148,386,122298,,,Botic van de Zandschulp,R,191,NED,29.489,88,730,4-6 7-5 6-1,3,R32,139,2,2,98,63,41,18,15,6,10,5,5,93,55,36,15,14,9,15
2025-4462,Bucharest,Clay,28,A,20250331,12,202262,,WC,Filip Cristian Jianu,R,180,ROU,23.532,241,229,210460,,,Nishesh Basavareddy,R,180,USA,19.912,108,571,6-3 6-4,3,R32,92,0,0,52,42,28,6,9,3,5,1,2,58,28,19,10,10,1,6
2025-4462,Bucharest,Clay,28,A,20250331,13,124079,2,,Pedro Martinez,R,185,ESP,27.929,47,1205,104527,,WC,Stan Wawrinka,R,183,SUI,40.008,161,355,4-6 7-5 6-2,3,R16,159,0,0,100,80,48,13,15,7,11,3,3,97,55,31,21,15,4,10
2025-4462,Bucharest,Clay,28,A,20250331,14,106331,,,Christopher O'Connell,R,183,AUS,30.825,87,735,111797,4,,Nicolas Jarry,R,201,CHI,29.47,58,965,6-2 5-7 7-6(5),3,R16,179,5,6,114,67,50,21,16,7,9,2,4,102,70,47,16,16,4,7
2025-4462,Bucharest,Clay,28,A,20250331,15,105916,,,Marton Fucsovics,R,188,HUN,33.142,90,655,208363,7,,Mariano Navone,R,178,ARG,24.088,61,925,4-6 6-4 6-4,3,R16,161,0,1,74,49,35,9,15,1,7,1,2,109,71,38,16,15,14,21
2025-4462,Bucharest,Clay,28,A,20250331,16,106000,,,Damir Dzumhur,R,175,BIH,32.862,65,874,202262,,WC,Filip Cristian Jianu,R,180,ROU,23.532,241,229,6-4 3-6 6-3,3,R16,152,0,2,87,54,34,20,14,1,4,1,0,106,72,41,17,14,8,12
2025-4462,Bucharest,Clay,28,A,20250331,17,202104,1,,Sebastian Baez,R,170,ARG,24.255,36,1385,209113,,,Gabriel Diallo,R,203,CAN,23.515,81,770,7-6(5) 2-6 6-2,3,R16,136,1,3,92,67,46,12,14,5,9,4,1,82,60,34,16,14,2,6
2025-4462,Bucharest,Clay,28,A,20250331,18,207925,3,,Flavio Cobolli,R,183,ITA,22.902,45,1260,104755,,WC,Richard Gasquet,R,183,FRA,38.784,148,386,6-4 4-6 6-1,3,R16,115,4,6,85,42,25,25,14,3,7,1,1,86,58,32,13,13,7,13
2025-4462,Bucharest,Clay,28,A,20250331,19,207681,,,Francisco Comesana,R,178,ARG,24.482,64,890,105138,5,,Roberto Bautista Agut,R,183,ESP,36.961,52,1049,6-4 3-6 6-3,3,R16,131,5,0,78,51,35,18,14,1,3,0,0,81,51,33,19,14,1,4
2025-4462,Bucharest,Clay,28,A,20250331,20,209209,,Q,Filip Misolic,R,180,AUT,23.644,232,235,200116,8,,Camilo Ugo Carabelli,R,185,ARG,25.788,63,918,6-3 6-1,3,R16,71,3,0,54,41,27,6,8,3,5,0,2,43,30,13,3,8,0,6
2025-4462,Bucharest,Clay,28,A,20250331,21,202104,1,,Sebastian Baez,R,170,ARG,24.255,36,1385,207681,,,Francisco Comesana,R,178,ARG,24.482,64,890,7-6(5) 2-6 6-1,3,QF,138,2,0,90,63,40,16,13,7,10,3,4,101,58,37,20,14,3,7
2025-4462,Bucharest,Clay,28,A,20250331,22,106000,,,Damir Dzumhur,R,175,BIH,32.862,65,874,124079,2,,Pedro Martinez,R,185,ESP,27.929,47,1205,6-1 2-0,3,QF,54,0,1,40,26,17,8,4,5,5,0,2,32,22,10,2,5,2,6
2025-4462,Bucharest,Clay,28,A,20250331,23,207925,3,,Flavio Cobolli,R,183,ITA,22.902,45,1260,209209,,Q,Filip Misolic,R,180,AUT,23.644,232,235,7-6(5) 6-4,3,QF,113,4,3,75,37,25,23,11,2,5,3,3,88,58,36,13,11,10,14
2025-4462,Bucharest,Clay,28,A,20250331,24,105916,,,Marton Fucsovics,R,188,HUN,33.142,90,655,106331,,,Christopher O'Connell,R,183,AUS,30.825,87,735,6-0 6-4,3,QF,79,2,0,43,29,21,9,8,0,1,2,0,57,35,20,6,8,4,9
2025-4462,Bucharest,Clay,28,A,20250331,25,202104,1,,Sebastian Baez,R,170,ARG,24.255,36,1385,105916,,,Marton Fucsovics,R,188,HUN,33.142,90,655,6-2 6-2,3,SF,83,1,0,62,49,33,7,8,6,6,0,3,53,32,20,7,8,6,10
2025-4462,Bucharest,Clay,28,A,20250331,26,207925,3,,Flavio Cobolli,R,183,ITA,22.902,45,1260,106000,,,Damir Dzumhur,R,175,BIH,32.862,65,874,6-3 6-0,3,SF,63,3,2,47,28,22,12,8,0,0,1,1,50,33,16,7,7,8,12
2025-4462,Bucharest,Clay,28,A,20250331,27,207925,3,,Flavio Cobolli,R,183,ITA,22.902,45,1260,202104,1,,Sebastian Baez,R,170,ARG,24.255,36,1385,6-4 6-4,3,F,106,3,3,69,31,23,18,10,2,4,1,0,74,62,33,9,10,7,11
2025-410,Monte Carlo Masters,Clay,56,M,20250407,1,132686,,,Nuno Borges,R,185,POR,28.129,43,1280,208029,10,,Holger Rune,R,188,DEN,21.941,12,3270,6-2 3-0 RET,3,R64,42,6,0,37,27,22,4,6,2,2,0,2,30,16,11,3,5,1,4
2025-410,Monte Carlo Masters,Clay,56,M,20250407,2,209950,12,,Arthur Fils,R,185,FRA,20.819,15,2670,134868,,,Tallon Griekspoor,R,188,NED,28.764,35,1525,6-7(3) 6-4 6-2,3,R64,159,7,6,111,69,54,23,15,5,5,6,7,120,75,55,18,15,13,16
2025-410,Monte Carlo Masters,Clay,56,M,20250407,3,126207,14,,Frances Tiafoe,R,188,USA,27.211,17,2525,200175,,,Miomir Kecmanovic,R,183,SRB,25.602,47,1166,6-2 5-7 7-6(5),3,R64,151,7,3,109,62,41,26,16,5,8,6,4,112,62,41,26,16,7,11
2025-410,Monte Carlo Masters,Clay,56,M,20250407,4,105777,15,,Grigor Dimitrov,R,191,BUL,33.895,18,2495,111797,,,Nicolas Jarry,R,201,CHI,29.489,58,965,6-3 6-4,3,R64,106,1,4,75,39,28,17,10,7,9,4,3,63,41,22,12,9,8,12
2025-410,Monte Carlo Masters,Clay,56,M,20250407,5,105138,,,Roberto Bautista Agut,R,183,ESP,36.98,52,1049,206909,,,Brandon Nakashima,R,188,USA,23.677,31,1620,6-2 6-4,3,R64,86,3,2,58,42,31,8,9,3,4,1,0,53,35,19,7,9,4,8
2025-410,Monte Carlo Masters,Clay,56,M,20250407,6,207925,,,Flavio Cobolli,R,183,ITA,22.921,36,1500,105583,,Q,Dusan Lajovic,R,183,SRB,34.771,109,570,6-4 6-2,3,R64,73,2,3,54,28,19,14,9,1,3,3,1,57,42,20,7,9,5,10
2025-410,Monte Carlo Masters,Clay,56,M,20250407,7,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.722,46,1185,144895,,Q,Corentin Moutet,L,180,FRA,25.969,75,809,4-6 6-1 6-4,3,R64,140,3,2,80,52,37,17,14,5,7,2,2,84,49,31,18,13,3,7
2025-410,Monte Carlo Masters,Clay,56,M,20250407,8,207830,,,Tomas Machac,R,183,CZE,24.482,21,2210,202104,,,Sebastian Baez,R,170,ARG,24.274,33,1540,3-6 6-3 6-2,3,R64,114,4,3,85,45,31,15,13,5,10,2,2,78,54,30,9,13,5,12
2025-410,Monte Carlo Masters,Clay,56,M,20250407,9,124079,,,Pedro Martinez,R,185,ESP,27.948,51,1090,132283,,,Lorenzo Sonego,R,191,ITA,29.908,41,1336,6-4 1-6 6-2,3,R64,133,0,1,66,51,36,7,12,1,3,7,4,87,53,41,12,13,8,11
2025-410,Monte Carlo Masters,Clay,56,M,20250407,10,200615,,,Alexei Popyrin,R,196,AUS,25.673,27,1760,200005,,,Ugo Humbert,L,188,FRA,26.782,20,2335,3-6 7-6(2) 6-4,3,R64,170,3,6,107,68,52,19,15,5,6,7,3,116,67,50,25,16,8,9
2025-410,Monte Carlo Masters,Clay,56,M,20250407,11,106421,9,,Daniil Medvedev,R,198,RUS,29.153,11,3290,111575,,,Karen Khachanov,R,198,RUS,28.879,25,1950,7-5 4-6 6-4,3,R64,172,4,5,96,48,35,16,16,8,16,1,2,119,85,44,13,16,11,20
2025-410,Monte Carlo Masters,Clay,56,M,20250407,12,200221,,,Alejandro Davidovich Fokina,R,180,ESP,25.84,42,1305,210097,11,,Ben Shelton,L,193,USA,22.494,14,2690,6-7(2) 6-2 6-1,3,R64,120,2,0,90,52,30,23,14,3,7,5,3,74,48,24,10,13,3,11
2025-410,Monte Carlo Masters,Clay,56,M,20250407,13,207518,13,,Lorenzo Musetti,R,185,ITA,23.097,16,2650,207352,,Q,Yunchaokete Bu,R,185,CHN,23.214,67,873,4-6 7-5 6-3,3,R64,159,1,1,90,69,49,11,16,0,2,4,3,101,56,39,22,15,3,6
2025-410,Monte Carlo Masters,Clay,56,M,20250407,14,127157,,Q,Daniel Altmaier,R,188,GER,26.568,84,763,200000,16,,Felix Auger-Aliassime,R,193,CAN,24.663,19,2415,7-6(5) 6-3,3,R64,119,6,0,79,50,37,11,11,6,9,4,3,70,50,33,7,10,5,9
2025-410,Monte Carlo Masters,Clay,56,M,20250407,15,126610,,,Matteo Berrettini,R,196,ITA,28.986,34,1530,208363,,Q,Mariano Navone,R,178,ARG,24.107,70,850,6-4 6-4,3,R64,106,2,4,69,44,29,9,10,4,7,0,2,66,43,24,9,10,6,11
2025-410,Monte Carlo Masters,Clay,56,M,20250407,16,202103,,,Francisco Cerundolo,R,185,ARG,26.65,22,2075,104926,,WC,Fabio Fognini,R,178,ITA,37.873,113,544,6-0 6-3,3,R64,62,4,0,37,27,22,8,7,2,2,0,6,59,31,16,12,8,3,8
2025-410,Monte Carlo Masters,Clay,56,M,20250407,17,106218,,,Marcos Giron,R,180,USA,31.704,45,1200,133430,,,Denis Shapovalov,L,185,CAN,25.979,29,1716,6-3 7-6(5),3,R64,108,1,0,95,54,33,25,11,5,6,6,4,60,31,23,16,10,0,2
2025-410,Monte Carlo Masters,Clay,56,M,20250407,18,208103,,,Jiri Lehecka,R,185,CZE,23.411,28,1745,200624,,,Sebastian Korda,R,196,USA,24.756,24,2010,6-3 7-6(7),3,R64,86,5,0,65,41,36,13,11,1,2,5,1,68,48,31,14,10,1,3
2025-410,Monte Carlo Masters,Clay,56,M,20250407,19,104792,,,Gael Monfils,R,193,FRA,38.598,44,1255,206681,,Q,Fabian Marozsan,R,193,HUN,25.498,81,775,4-6 6-1 6-1,3,R64,102,4,3,72,39,30,20,12,4,5,2,3,81,53,32,11,12,9,14
2025-410,Monte Carlo Masters,Clay,56,M,20250407,20,124186,,,Alexandre Muller,R,183,FRA,28.178,39,1344,200116,,Q,Camilo Ugo Carabelli,R,185,ARG,25.807,63,917,6-4 6-4,3,R64,92,2,2,63,42,31,14,10,3,3,0,2,63,40,28,11,10,2,4
2025-410,Monte Carlo Masters,Clay,56,M,20250407,21,126214,,,Alejandro Tabilo,L,188,CHI,27.847,32,1575,104527,,WC,Stan Wawrinka,R,183,SUI,40.027,163,355,1-6 7-5 7-5,3,R64,147,3,5,101,57,38,19,15,7,12,8,4,115,68,42,24,16,8,13
