player_id,elo
206173,2198.98425
104925,2082.61376
207989,2017.49029
100644,1973.21073
103819,1941.69674
126203,1938.74913
106421,1891.58421
106401,1886.25974
207733,1872.40045
105777,1861.20143
200282,1855.85619
208029,1842.29224
105223,1834.95215
104745,1834.31581
200624,1833.20263
126205,1821.50041
111575,1814.76488
126774,1812.74286
200005,1809.26134
128034,1807.96253
126610,1804.04117
207518,1768.00471
207830,1767.77625
210097,1764.58588
200615,1761.88743
209950,1752.68408
111442,1748.03739
104792,1747.27736
208103,1747.26154
105526,1744.28753
126207,1742.91851
134770,1736.61693
207925,1734.62432
133430,1730.14598
105683,1728.54651
200000,1727.07628
126094,1721.74254
134868,1718.19025
105453,1718.18873
202103,1711.63343
105138,1699.33021
105676,1697.58204
202385,1688.36978
210506,1684.73329
106423,1681.6066
206909,1675.72357
106218,1675.591
208659,1674.95743
105807,1672.77215
208286,1671.99305
210150,1666.82088
111815,1662.13244
104607,1661.09783
105656,1657.83188
111202,1653.61433
209098,1652.6266
144684,1651.01343
200325,1650.45294
105870,1648.43224
144869,1645.84037
105227,1644.93858
126128,1644.12878
106415,1639.5178
126214,1636.55391
126846,1633.52784
105238,1633.02792
200221,1628.76004
200175,1628.48453
126239,1627.07447
106148,1620.57688
103970,1620.43505
132686,1620.08454
136440,1619.60639
211663,1619.14489
127339,1619.11927
122298,1618.28632
207352,1618.13047
105916,1617.7071
106426,1617.32161
104871,1616.28177
111581,1615.2233
124187,1615.08332
144707,1615.0115
111190,1609.08077
206681,1607.32959
209992,1606.81797
105575,1605.74543
105583,1602.21788
132283,1601.02903
111797,1600.66324
105577,1597.15587
202104,1595.64331
200267,1595.24213
106331,1594.99619
111460,1594.13291
122330,1592.95125
126127,1589.6352
205734,1587.47156
105985,1587.28035
104527,1586.38564
208502,1584.81433
111513,1584.00855
208014,1583.2726
104545,1582.9726
104233,1581.57085
104731,1580.14325
104468,1579.27562
103898,1579.03891
200059,1579.02096
207686,1578.38817
103285,1577.73035
123795,1577.40473
200436,1576.89816
103917,1576.03444
209113,1575.01309
144895,1574.33984
207608,1574.07031
104918,1570.9268
111794,1569.47232
124186,1568.8897
111456,1567.56527
209070,1564.05482
125802,1563.78423
200384,1563.13366
106432,1562.85167
106329,1562.77016
106234,1562.10609
105357,1561.90191
122533,1561.41317
126952,1560.98771
104597,1558.93047
210530,1558.82894
126845,1558.08492
104926,1557.94174
105668,1557.51404
133297,1557.50499
131934,1556.67963
105173,1555.13449
124116,1554.75607
105732,1553.72524
126646,1552.71072
104571,1551.7427
106175,1551.07126
200303,1546.14603
208230,1545.10491
106058,1543.80363
111153,1543.71724
209080,1543.57609
106298,1543.45528
103781,1543.15878
133835,1542.4759
104547,1541.45996
106109,1539.94605
202320,1539.92532
209284,1539.69389
104338,1539.3732
103499,1539.08772
104898,1538.36651
200270,1538.13434
208233,1537.79399
104542,1537.74732
105936,1536.95232
106378,1536.45087
133975,1535.88278
207680,1535.81989
207681,1535.38147
106210,1534.08053
106186,1533.5348
106296,1533.04935
104897,1532.65793
104259,1532.22653
202058,1531.84658
106328,1531.4527
144750,1529.56625
106281,1528.7976
208363,1528.55507
200514,1527.93758
105449,1527.72561
134472,1527.43627
126555,1526.87068
207134,1526.79279
202261,1526.51774
200008,1526.42622
106078,1526.39165
104604,1526.33887
200273,1526.1291
105464,1525.87379
111577,1524.96262
105550,1524.54906
105633,1523.7137
120401,1523.6955
206703,1522.89198
106233,1522.22634
209260,1521.57064
210012,1521.35957
210686,1521.08404
208364,1518.48014
105992,1517.95173
105379,1517.62856
105881,1516.89598
105554,1516.05723
106397,1515.80436
208010,1515.62045
105723,1515.46576
131951,1515.40927
105430,1514.99579
105436,1514.40452
209903,1514.40323
126129,1514.27302
144826,1514.05139
210274,1513.27186
124079,1512.95805
127157,1512.92738
200318,1512.87112
126939,1512.78078
111761,1512.48915
103600,1512.31283
210200,1512.26733
108748,1511.24698
127760,1510.51931
126762,1510.24059
209209,1509.75621
106162,1509.51209
144985,1509.31401
202262,1509.0973
133933,1508.90999
105051,1508.79522
149282,1508.75767
105935,1508.51386
104433,1508.48526
208361,1508.40734
127300,1508.22858
200670,1508.13491
105499,1508.00219
105946,1507.9987
105070,1507.89334
105820,1507.87058
209414,1507.83013
104535,1507.45844
134457,1507.41701
104112,1507.38683
126526,1507.37295
123983,1507.2825
209409,1506.7671
104736,1506.46586
106035,1506.39799
202165,1506.34379
105434,1506.29943
207411,1506.16576
105023,1506.16138
212044,1506.10788
103529,1506.06478
207799,1505.86789
207669,1505.55618
209857,1505.55218
105872,1505.48601
106237,1505.43532
210312,1505.33655
210142,1505.29267
106410,1505.28733
104251,1505.27777
125571,1505.26317
200272,1505.25732
212063,1505.22609
206470,1505.16252
120792,1505.14353
106021,1505.09625
207213,1505.01204
